#x1 y1 z1 m1 x2 y2 z2 m2 nx ny nz disp1 disp2
#        5520
 238.591  41.068  41.345  6.3849e+11 238.485  41.042  41.747  1.3439e+12  -0.321   0.641  -0.042   0.313   0.315
 238.591 136.010 173.305  7.2179e+12 238.816 136.003 173.423  1.8226e+13  -0.248   0.460   0.504   0.605   0.183
 238.630 201.735 115.522  1.0342e+12 239.109 201.594 115.686  8.6613e+11   0.217   0.595  -0.124   0.131   0.132
 238.820  16.134  61.517  1.5099e+13 239.064  16.137  61.789  3.1838e+13  -0.228   0.831   0.197   0.677   0.115
 238.892 190.790 221.197  1.6071e+11 238.899 190.520 221.485  4.8483e+11   0.528  -0.074  -0.082   0.071   0.097
 238.894  56.627  97.665  3.6044e+10 239.203  56.353  97.840  2.5610e+11   0.312   0.384   0.050   0.047   0.041
 239.026  17.805  33.781  6.7182e+11 238.620  17.780  33.965  1.0840e+11   0.042  -0.145   0.072   0.022   0.044
 239.095  16.087  62.022  3.8095e+12 239.064  16.137  61.789  3.1838e+13  -0.516  -0.845  -0.110   0.806   0.047
 239.102  40.651  17.011  1.0369e+12 239.426  40.775  17.205  3.8483e+10  -0.013  -0.392   0.274   0.091   0.106
 239.103 107.158 246.863  3.4241e+11 239.113 107.149 247.229  6.3713e+11  -0.002   0.271   0.007   0.098   0.124
 239.212  35.129  13.302  5.1346e+12 239.542  35.147  13.560  5.9133e+11  -0.134  -0.484   0.206   0.344   0.375
 239.288  54.724 178.547  1.1894e+12 239.533  54.526 178.370  1.9346e+12   0.158   0.192   0.004   0.251   0.355
 239.308 146.388 140.910  1.4954e+12 239.357 147.030 140.781  2.9282e+11  -0.181   0.151   0.681   0.253   0.233
 239.308 131.435 129.438  2.2764e+11 238.413 130.527 128.993  6.1518e+10   0.624  -0.510  -0.216   0.519   1.482
 239.361 103.487 183.210  4.0651e+11 239.524 103.732 183.483  7.4526e+10   0.114  -0.227   0.137   0.486   0.483
 239.426  40.775  17.205  3.8483e+10 239.102  40.651  17.011  1.0369e+12  -0.013  -0.392   0.274   0.053   0.045
 239.469 130.245 235.478  1.0217e+11 239.801 130.407 235.726  6.9282e+11  -0.141  -0.261   0.360   0.067   0.064
 239.499  99.412 112.186  2.5393e+11 239.944  99.635 112.166  1.2710e+11  -0.314   0.636   0.097   0.000   0.000
 239.524 103.732 183.483  7.4526e+10 239.361 103.487 183.210  4.0651e+11   0.114  -0.227   0.137   0.154   0.156
 239.542  35.147  13.560  5.9133e+11 239.212  35.129  13.302  5.1346e+12  -0.134  -0.484   0.206   0.185   0.164
 239.639 194.802 218.387  2.1951e+11 239.879 195.027 218.219  2.2271e+12  -0.128   0.271   0.181   0.112   0.077
 239.755  67.447 154.923  2.5501e+11 240.054  67.215 154.592  4.9187e+10   0.417   0.043   0.346   0.234   0.233
 239.843  23.470  17.121  5.5407e+11 239.717  23.337  17.546  1.2222e+11   0.367   0.050   0.124   0.302   0.331
 239.879 195.027 218.219  2.2271e+12 239.639 194.802 218.387  2.1951e+11  -0.128   0.271   0.181   0.044   0.075
 239.944  99.635 112.166  1.2710e+11 239.499  99.412 112.186  2.5393e+11  -0.314   0.636   0.097   0.313   0.287
 239.949 121.171  56.348  7.5881e+10 240.137 120.864  56.116  6.9282e+11   0.699   0.096   0.438   0.308   0.330
 240.016  63.201 204.561  7.2616e+11 240.067  63.260 203.977  2.5418e+13   0.045  -0.075  -0.004   0.183   0.086
 240.043  53.994  60.019  3.9106e+11 239.895  54.148  59.551  3.4214e+11  -0.149  -0.681  -0.178   0.065   0.050
 240.054  67.215 154.592  4.9187e+10 239.755  67.447 154.923  2.5501e+11   0.417   0.043   0.346   0.146   0.146
 240.067  63.260 203.977  2.5418e+13 240.016  63.201 204.561  7.2616e+11   0.045  -0.075  -0.004   0.029   0.062
 240.070  93.672  47.144  9.0786e+11 240.084  93.786  47.045  9.4571e+12  -0.499  -0.519  -0.668   0.357   0.228
 240.084  93.786  47.045  9.4571e+12 240.070  93.672  47.144  9.0786e+11  -0.499  -0.519  -0.668   0.287   0.381
 240.090 106.152  96.315  6.6274e+11 240.268 106.414  96.039  1.8306e+11  -0.190  -0.152  -0.266   0.162   0.184
 240.125 158.770 219.888  2.9697e+12 240.363 158.825 220.148  7.1247e+11   0.351  -0.374  -0.242   0.100   0.188
 240.137 120.864  56.116  6.9282e+11 239.949 121.171  56.348  7.5881e+10   0.699   0.096   0.438   0.252   0.233
 240.182 207.792  21.483  3.2656e+10 240.276 208.417  21.519  4.4716e+11   0.507  -0.049  -0.464   0.349   0.343
 240.232  79.031 143.085  2.8604e+11 240.531  78.919 143.360  1.3207e+12   0.122  -0.030  -0.145   0.142   0.127
 240.232 146.322  46.126  3.9025e+11 239.902 146.119  46.095  2.9095e+12   0.529  -0.829  -0.181   0.313   0.232
 240.269  47.461 212.106  1.0222e+12 240.123  47.312 212.326  1.2259e+12  -0.042   0.046   0.004   0.194   0.279
 240.363 158.825 220.148  7.1247e+11 240.125 158.770 219.888  2.9697e+12   0.351  -0.374  -0.242   0.138   0.075
 240.425 101.535  30.311  1.0014e+11 240.299 101.612  30.675  7.5610e+10  -0.004   0.005  -0.003   0.218   0.215
 240.632  36.775  91.625  1.2711e+12 240.538  36.820  92.020  1.5121e+12  -0.178  -0.031  -0.039   0.091   0.050
 240.647 223.975  18.167  9.6884e+11 240.505 223.036  18.929  3.8370e+12   0.071  -0.041  -0.037   1.052   0.263
 240.663  61.109 109.579  3.7073e+11 240.765  61.354 109.332  1.4323e+11  -0.604  -0.117  -0.367   0.133   0.220
 240.680 219.820  59.173  8.2498e+12 240.805 219.268  59.179  1.9909e+12  -0.160  -0.035   0.110   0.000   0.000
 240.725  47.720 179.902  3.8537e+11 240.889  48.010 179.966  5.1084e+10  -0.443   0.271  -0.091   0.506   0.481
 240.775  62.605 206.730  2.4814e+12 240.775  62.605 206.730  2.4814e+12    -NaN    -NaN    -NaN   0.430   0.517
 240.777  31.623  22.582  1.1068e+12 240.637  31.341  22.823  9.0109e+10   0.740  -0.531  -0.190   0.363   0.418
 240.851 145.284 156.752  1.0564e+13 241.689 145.060 156.801  3.0600e+12  -0.150  -0.650  -0.417   0.000   0.000
 240.859  52.057 218.462  6.7710e+11 240.689  51.910 218.257  1.8907e+12  -0.780   0.374   0.378   0.243   0.155
 240.874 176.117 131.321  6.7873e+11 241.234 175.798 130.960  8.3735e+12   0.476   0.688  -0.134   0.185   0.201
 240.879  96.249 118.125  1.2347e+12 240.636  96.183 118.280  7.0258e+11   0.201   0.260   0.428   0.214   0.191
 240.889  48.010 179.966  5.1084e+10 240.725  47.720 179.902  3.8537e+11  -0.443   0.271  -0.091   0.445   0.467
 240.896  54.290  77.111  5.7886e+11 240.613  53.961  76.931  7.0393e+11   0.130   0.006  -0.216   0.282   0.246
 240.983  48.972 238.828  3.6938e+11 240.902  49.054 239.122  1.4772e+12  -0.209   0.250  -0.127   0.086   0.231
 241.064 200.977  18.292  2.4160e+11 241.043 201.350  18.600  3.5231e+10   0.257  -0.369   0.465   0.181   0.188
 241.086 225.769  47.573  5.9756e+10 241.316 225.981  48.225  1.0759e+11   0.120  -0.525   0.129   0.101   0.092
 241.106 119.032 185.607  8.3198e+10 241.070 118.733 185.733  3.2561e+11   0.294  -0.175  -0.330   0.295   0.275
 241.175 205.547   0.200  5.7995e+10 241.308 205.209   0.373  2.2344e+11   0.520  -0.097  -0.587   0.465   0.450
 241.234 175.798 130.960  8.3735e+12 240.874 176.117 131.321  6.7873e+11   0.476   0.688  -0.134   0.232   0.213
 241.280 180.353  78.525  1.2060e+11 241.248 180.410  79.019  2.9716e+11   0.745   0.026   0.045   0.000   0.000
 241.373 129.574  55.597  8.5774e+12 241.389 130.921  57.407  1.4798e+12   0.362   0.059  -0.047   0.370   1.480
 241.618 191.006  70.583  3.6423e+11 241.598 190.665  70.815  2.0976e+11   0.354   0.066   0.126   0.066   0.056
 241.656 159.967  31.948  8.1979e+11 241.740 160.299  31.545  4.6884e+11  -0.321  -0.092  -0.142   0.071   0.107
 241.689 145.060 156.801  3.0600e+12 240.851 145.284 156.752  1.0564e+13  -0.150  -0.650  -0.417   0.030   0.016
 241.695 157.121  69.435  9.5122e+10 241.479 157.399  69.613  5.3794e+10  -0.635  -0.201  -0.459   0.068   0.112
 241.740 160.299  31.545  4.6884e+11 241.656 159.967  31.948  8.1979e+11  -0.321  -0.092  -0.142   0.141   0.095
 241.835  90.769 117.181  1.4146e+11 242.132  90.606 117.393  9.3090e+10   0.558   0.370  -0.495   0.220   0.243
 241.875 196.701  13.264  1.8767e+11 241.772 196.382  13.266  6.1653e+11   0.045  -0.017  -0.366   0.408   0.359
 241.913 171.650  48.903  3.0407e+11 241.667 171.603  49.459  4.4187e+11   0.067   0.447   0.067   0.146   0.121
 241.933 180.617  68.221  3.2195e+11 241.767 180.909  68.536  1.0733e+12  -0.122   0.208  -0.257   0.136   0.152
 241.947 213.909 171.378  1.0790e+12 242.501 213.843 171.179  7.8727e+10  -0.057  -0.088  -0.131   0.121   0.104
 242.063  40.754 126.950  1.8954e+12 242.272  40.856 127.576  2.8109e+12  -0.241  -0.450   0.154   0.358   0.231
 242.078 115.321 111.236  7.7521e+11 242.626 115.066 111.410  1.1626e+11   0.124   0.214  -0.076   0.126   0.157
 242.080 243.072  26.599  2.5745e+11 242.104 242.687  26.878  3.4418e+11  -0.461  -0.531  -0.696   0.054   0.020
 242.193 170.886 141.750  8.2658e+12 242.019 170.986 142.166  5.4987e+11   0.586   0.131   0.214   0.000   0.000
 242.215 207.263  62.505  2.1087e+12 242.215 207.263  62.505  2.1087e+12    -NaN    -NaN    -NaN   0.233   0.281
 242.243   2.511  55.391  1.8211e+11 242.488   2.162  55.246  5.6640e+10   0.603   0.360   0.152   0.072   0.097
 242.246  49.475 205.367  5.5522e+12 242.278  49.654 205.041  3.3645e+11   0.606   0.670   0.429   0.077   0.147
 242.278 237.908 105.312  1.3903e+11 242.587 237.674 105.365  4.2277e+10   0.361   0.465  -0.047   0.042   0.039
 242.303 222.955 164.504  5.3510e+11 242.498 222.697 164.557  2.2764e+11  -0.207  -0.089   0.325   0.313   0.234
 242.608 173.553 143.761  1.2894e+13 242.694 173.630 143.664  2.8419e+12  -0.264   0.205  -0.071   0.192   0.686
 242.663 162.305  22.103  2.0352e+12 242.693 162.836  21.960  5.6911e+10  -0.626   0.068   0.119   0.010   0.021
 242.718  39.889 133.155  5.9404e+11 242.801  39.833 132.613  4.5583e+11   0.229  -0.082   0.044   0.081   0.091
 242.801  39.833 132.613  4.5583e+11 242.718  39.889 133.155  5.9404e+11   0.229  -0.082   0.044   0.135   0.119
 242.910 166.160  67.584  1.2033e+11 243.099 165.892  68.041  1.9851e+11   0.029   0.467   0.262   0.068   0.079
 242.970 219.272 191.214  9.5122e+10 243.121 218.973 190.995  1.1192e+12   0.447  -0.221   0.607   0.414   0.407
 243.019   6.913 213.010  8.6586e+10 243.024   6.456 212.788  6.2792e+11  -0.448  -0.017   0.025   0.161   0.101
 243.024   6.456 212.788  6.2792e+11 243.019   6.913 213.010  8.6586e+10  -0.448  -0.017   0.025   0.069   0.104
 243.077  34.812   0.557  3.9268e+11 243.272  34.773   1.171  6.5637e+11   0.411  -0.771  -0.180   0.073   0.067
 243.079 128.866 186.456  1.1713e+13 242.337 129.643 185.982  5.5732e+11  -0.121   0.054   0.277   0.073   1.358
 243.121 218.973 190.995  1.1192e+12 242.970 219.272 191.214  9.5122e+10   0.447  -0.221   0.607   0.200   0.206
 243.232 129.927 150.065  7.2644e+12 243.317 129.909 150.072  1.2298e+12   0.175   0.934   0.309   0.268   0.579
 243.254 234.431 193.295  3.1748e+11 243.362 234.832 192.972  1.9510e+12  -0.524   0.035  -0.131   0.303   0.283
 243.317 129.909 150.072  1.2298e+12 243.232 129.927 150.065  7.2644e+12   0.175   0.934   0.309   0.889   0.543
 243.339  39.577 124.321  2.2993e+12 243.363  39.591 124.254  5.0312e+11  -0.552   0.617  -0.067   0.162   0.387
 243.354  81.821  71.137  1.4580e+11 243.482  81.461  71.482  3.2615e+11   0.136   0.315   0.277   0.039   0.039
 243.363  39.591 124.254  5.0312e+11 243.339  39.577 124.321  2.2993e+12  -0.552   0.617  -0.067   0.357   0.125
 243.366 134.579 208.328  6.8149e+12 243.644 135.140 208.254  3.0236e+12   0.479  -0.343  -0.790   0.025   0.026
 243.485 125.943  42.114  1.4377e+11 243.237 125.811  42.299  1.1071e+11   0.312   0.241   0.591   0.157   0.189
 243.549   1.019 209.455  1.9541e+12 243.514   1.005 209.500  2.4017e+13   0.356   0.265   0.354   0.318   0.307
 243.604 238.857 183.904  5.4740e+12 244.311 238.753 184.297  5.9651e+12  -0.126  -0.228   0.167   0.124   0.047
 243.751  20.074  34.870  2.1355e+11 244.098  20.227  34.537  2.6789e+11   0.391   0.016   0.416   0.101   0.077
 243.771  67.251  66.959  2.3920e+12 243.808  67.141  67.159  1.0391e+13  -0.658  -0.376  -0.086   0.184   0.102
 243.790 160.319  53.945  3.9187e+11 244.026 159.992  53.995  6.9092e+11   0.342   0.271   0.157   0.291   0.179
 243.808  67.141  67.159  1.0391e+13 243.771  67.251  66.959  2.3920e+12  -0.658  -0.376  -0.086   0.161   0.217
 243.902 199.849   4.369  3.7099e+12 243.770 199.598   4.797  6.2832e+11   0.102   0.110   0.096   0.122   0.148
 244.031 137.411 224.700  4.7737e+11 243.997 137.035 224.978  1.1843e+11   0.064   0.537   0.736   0.353   0.291
 244.098  20.227  34.537  2.6789e+11 243.751  20.074  34.870  2.1355e+11   0.391   0.016   0.416   0.062   0.076
 244.129 230.156  80.461  6.2697e+11 244.117 229.659  80.505  2.5976e+11   0.614   0.001   0.173   0.102   0.103
 244.311 238.753 184.297  5.9651e+12 243.604 238.857 183.904  5.4740e+12  -0.126  -0.228   0.167   0.030   0.083
 244.339 172.954 200.648  1.0149e+11 244.181 173.313 200.771  1.5543e+12  -0.434  -0.059  -0.384   0.402   0.310
 244.389 156.497 157.297  2.1387e+13 244.379 156.492 157.586  1.1415e+12   0.391   0.746   0.027   0.105   0.713
 244.439  77.705  92.200  2.7467e+13 244.605  77.427  91.567  3.1541e+12  -0.609   0.143  -0.223   0.093   0.125
 244.481 205.964  42.529  1.0447e+11 244.430 205.773  42.887  5.3523e+10   0.230   0.239   0.161   0.243   0.227
 244.499  90.269   3.309  1.3320e+13 244.581  90.460   3.277  3.2321e+12   0.383  -0.303  -0.829   0.253   0.330
 244.505 144.651   1.941  3.5041e+11 244.862 144.314   2.000  5.4797e+11  -0.024  -0.121  -0.542   0.117   0.096
 244.519 156.635 157.383  2.9614e+12 244.389 156.497 157.297  2.1387e+13   0.453  -0.226  -0.319   0.634   0.270
 244.581  90.460   3.277  3.2321e+12 244.499  90.269   3.309  1.3320e+13   0.383  -0.303  -0.829   0.322   0.237
 244.588  76.068  95.115  7.0353e+11 244.403  76.386  94.632  1.5087e+12   0.193  -0.449  -0.370   0.221   0.181
 244.602 225.984 128.738  2.6274e+11 244.777 226.295 128.689  1.8781e+11  -0.108  -0.017  -0.501   0.197   0.228
 244.605  77.427  91.567  3.1541e+12 244.439  77.705  92.200  2.7467e+13  -0.609   0.143  -0.223   0.169   0.127
 244.632 206.159  56.221  1.6651e+13 244.600 206.038  56.106  2.4087e+12  -0.607   0.189  -0.029   0.328   0.288
 244.714 107.940 231.611  7.8185e+10 244.355 107.767 231.723  6.0325e+11   0.142  -0.462  -0.261   0.143   0.142
 244.739 232.516 148.771  2.8957e+11 245.055 232.346 149.034  1.1802e+11  -0.039   0.045   0.076   0.093   0.112
 244.770 206.192  56.228  1.4152e+12 244.632 206.159  56.221  1.6651e+13  -0.160   0.565   0.460   0.287   0.414
 244.777 226.295 128.689  1.8781e+11 244.602 225.984 128.738  2.6274e+11  -0.108  -0.017  -0.501   0.180   0.154
 244.847 105.127  26.246  3.4451e+12 245.350 105.517  26.418  5.2102e+12  -0.018   0.153  -0.294   0.128   0.061
 244.863 146.861  27.846  6.1431e+12 244.863 146.861  27.846  6.1431e+12    -NaN    -NaN    -NaN   0.361   0.508
 244.919 183.033 182.330  3.6232e+12 244.838 183.046 182.722  2.7601e+13  -0.048   0.236  -0.018   0.088   0.036
 244.924 171.656   5.787  8.6803e+11 244.972 171.184   5.693  3.5934e+12  -0.126  -0.013   0.001   0.033   0.083
 244.939 183.027 182.272  1.0882e+12 244.838 183.046 182.722  2.7601e+13  -0.016   0.254  -0.014   0.049   0.019
 244.972 171.184   5.693  3.5934e+12 244.924 171.656   5.787  8.6803e+11  -0.126  -0.013   0.001   0.054   0.020
 244.973 244.879  88.233  5.3886e+12 245.202 244.766  88.721  1.6252e+12  -0.077   0.243   0.092   0.000   0.000
 244.978 184.083 239.159  1.5519e+12 245.507 184.231 239.053  1.0418e+13   0.129  -0.303   0.222   0.079   0.017
 245.007 219.809 181.338  7.4255e+11 244.871 220.094 181.650  5.8266e+11  -0.087  -0.054   0.012   0.298   0.361
 245.094 111.386  79.387  9.5258e+10 244.656 111.482  79.613  1.4702e+11  -0.140  -0.342  -0.127   0.229   0.236
 245.104 199.912  97.632  3.0034e+12 245.513 199.975  97.843  6.6308e+12   0.107  -0.030  -0.199   0.437   0.537
 245.244  10.487  35.190  3.0859e+12 244.906  10.584  34.901  2.4958e+13   0.502  -0.108  -0.622   0.186   0.118
 245.273  10.541  35.085  5.2344e+12 244.906  10.584  34.901  2.4958e+13   0.231  -0.009  -0.462   0.329   0.191
 245.286 158.433 152.961  2.0176e+11 245.265 158.415 152.531  3.4957e+12  -0.285   0.088   0.010   0.000   0.000
 245.343 123.028  55.460  1.2866e+12 244.788 123.018  55.711  1.4052e+11  -0.086  -0.427  -0.207   0.121   0.146
 245.363 188.428 119.557  2.7378e+12 245.364 188.538 119.622  1.7963e+13  -0.557   0.376  -0.625   0.431   0.231
 245.377  45.393 189.770  2.9436e+12 245.200  45.927 190.347  1.9440e+12   0.801   0.485  -0.204   0.080   0.049
 245.405 161.734 223.654  1.6531e+11 245.849 162.277 223.878  7.5068e+11  -0.189  -0.224   0.918   0.036   0.039
 245.478 184.807 131.993  3.2873e+11 245.704 184.940 132.574  1.6836e+12   0.346  -0.556  -0.007   0.030   0.064
 245.507 184.231 239.053  1.0418e+13 244.978 184.083 239.159  1.5519e+12   0.129  -0.303   0.222   0.000   0.000
 245.508 169.700 224.163  4.5140e+12 245.785 169.425 224.192  1.3214e+12   0.219   0.188  -0.305   0.083   0.139
 245.557 117.295 244.144  7.4919e+11 245.602 117.215 244.466  9.5740e+12  -0.418  -0.549  -0.078   0.090   0.015
 245.653 163.685 166.474  1.8740e+11 245.370 163.908 167.242  3.2675e+12  -0.564   0.198  -0.265   0.161   0.130
 245.661 166.423 102.321  1.5921e+11 245.861 165.995 102.598  2.8835e+11  -0.215   0.190   0.450   0.000   0.000
 245.737 182.706 145.293  3.3821e+11 245.934 182.679 144.954  1.7873e+11   0.182  -0.268   0.127   0.182   0.152
 245.785 172.769 108.776  8.8158e+11 245.810 172.413 108.681  6.2344e+11   0.815   0.146  -0.336   0.281   0.317
 245.839 169.143 188.589  1.5136e+11 246.083 169.290 188.947  3.7128e+10   0.216  -0.187  -0.071   0.081   0.089
 245.877 237.893 121.485  6.1111e+10 246.309 237.912 121.397  2.0393e+11   0.033   0.481   0.265   0.246   0.237
 245.933 131.376  26.007  3.6305e+12 245.685 131.158  26.353  6.8737e+12   0.001   0.775   0.490   0.541   0.409
 245.994  14.801  85.380  3.9567e+10 245.689  14.544  85.475  3.0501e+11   0.283  -0.407  -0.191   0.025   0.029
 246.040  85.034 100.677  1.1190e+12 245.803  85.359 100.998  1.2231e+13   0.379   0.069   0.211   0.176   0.140
 246.164 139.695  10.901  1.2642e+11 246.257 139.941  11.550  2.4145e+12   0.707   0.012  -0.106   0.165   0.223
 246.166 224.661  15.658  5.3916e+11 245.876 224.661  15.499  5.6247e+11  -0.248  -0.628   0.454   0.303   0.271
 246.257 139.941  11.550  2.4145e+12 246.164 139.695  10.901  1.2642e+11   0.707   0.012  -0.106   0.290   0.203
 246.271  49.835 184.202  5.2412e+11 246.211  50.103 184.604  3.2791e+11  -0.129  -0.749   0.479   0.050   0.058
 246.272  50.523 163.007  2.4959e+11 246.396  50.270 162.715  4.4038e+11   0.590   0.456  -0.145   0.040   0.046
 246.309 154.340 212.241  2.0529e+11 246.122 154.471 212.526  4.7561e+10  -0.148  -0.454   0.112   0.246   0.268
 246.314 143.669 134.734  5.4011e+11 246.320 143.912 134.380  1.0412e+13   0.758   0.531   0.379   0.088   0.105
 246.396  50.270 162.715  4.4038e+11 246.272  50.523 163.007  2.4959e+11   0.590   0.456  -0.145   0.036   0.033
 246.471  64.528 222.890  2.1553e+12 246.298  64.675 222.797  2.8496e+11  -0.187  -0.462  -0.385   0.195   0.384
 246.514 104.413 190.751  4.7832e+10 246.620 104.129 190.488  1.2390e+12   0.345   0.477  -0.377   0.026   0.038
 246.581  16.053 182.957  1.2791e+12 246.389  16.270 183.081  1.0852e+13   0.675   0.543   0.097   0.237   0.115
 246.614 184.760 141.858  4.7019e+10 246.776 184.394 141.770  1.3577e+11   0.714   0.287   0.115   0.034   0.037
 246.620 104.129 190.488  1.2390e+12 246.514 104.413 190.751  4.7832e+10   0.345   0.477  -0.377   0.116   0.082
 246.638  60.790 148.909  5.6735e+11 247.149  60.905 148.629  4.1938e+11   0.104   0.096   0.230   0.270   0.280
 246.652  24.089  25.861  7.5448e+11 246.284  24.216  25.791  1.8306e+11  -0.167  -0.465   0.034   0.325   0.388
 246.689  16.273 182.955  2.1445e+12 246.389  16.270 183.081  1.0852e+13   0.365   0.295   0.877   0.691   0.258
 246.701  86.956  89.491  1.4038e+11 246.786  86.839  89.935  1.0149e+11   0.060   0.481   0.116   0.144   0.145
 246.724 229.032 244.250  1.3127e+13 246.780 229.074 244.083  2.8748e+12   0.625  -0.394   0.111   0.185   0.374
