#x1 y1 z1 m1 x2 y2 z2 m2 nx ny nz disp1 disp2
#        5520
 146.274 241.054 226.936  9.6721e+11 146.538 240.791 226.506  2.5474e+11   0.286   0.256   0.018   0.000   0.000
 146.275  36.679  19.441  1.3732e+12 146.536  36.392  19.171  1.0691e+11   0.034   0.004   0.029   0.221   0.333
 146.312 193.716 228.587  4.9336e+11 145.967 193.888 228.361  1.4675e+11  -0.460  -0.550   0.283   0.102   0.121
 146.325  15.581  81.274  6.0529e+11 146.579  15.476  81.124  1.4806e+12   0.195   0.403   0.047   0.498   0.336
 146.389  74.164 116.822  1.0888e+12 146.675  74.221 116.662  1.7290e+11   0.079   0.058   0.162   0.340   0.417
 146.415 131.885  65.090  7.0746e+11 146.690 132.052  65.351  3.1626e+11  -0.278   0.160   0.191   0.108   0.131
 146.436 186.058  87.304  2.9665e+12 146.349 186.301  87.252  1.4079e+11  -0.082  -0.079  -0.232   0.114   0.216
 146.439 139.048 127.929  2.9946e+11 146.250 138.848 127.689  2.8198e+11  -0.212   0.195   0.004   0.332   0.298
 146.445  31.224 161.927  1.5027e+11 146.491  30.964 162.275  1.0556e+11  -0.348   0.003   0.048   0.147   0.144
 146.507 230.310  87.233  9.4892e+11 146.677 230.665  87.388  1.1680e+11   0.655  -0.315   0.006   0.080   0.067
 146.536  36.392  19.171  1.0691e+11 146.275  36.679  19.441  1.3732e+12   0.034   0.004   0.029   0.107   0.073
 146.538 240.791 226.506  2.5474e+11 146.274 241.054 226.936  9.6721e+11   0.286   0.256   0.018   0.038   0.039
 146.542  23.322 209.756  4.7786e+12 146.489  23.307 209.764  3.8699e+11   0.244  -0.403   0.870   0.102   0.529
 146.625   9.440 158.542  1.3588e+12 146.944   9.262 158.574  2.2155e+11  -0.261  -0.516  -0.267   0.084   0.129
 146.643  90.949  23.207  4.9526e+11 146.230  90.915  23.263  2.5203e+11  -0.058  -0.037  -0.452   0.284   0.283
 146.645 196.451   3.772  3.9048e+12 146.403 195.854   3.319  1.1558e+12   0.813  -0.305  -0.033   0.382   0.480
 146.658 127.712  24.966  1.1560e+13 146.141 127.870  25.084  7.0095e+11   0.064   0.313  -0.140   0.157   0.195
 146.675  74.221 116.662  1.7290e+11 146.389  74.164 116.822  1.0888e+12   0.079   0.058   0.162   0.514   0.399
 146.677 230.665  87.388  1.1680e+11 146.507 230.310  87.233  9.4892e+11   0.655  -0.315   0.006   0.108   0.127
 146.679  63.997 140.013  4.0623e+11 146.711  63.870 140.166  1.7281e+13   0.729   0.565   0.315   1.026   0.257
 146.741  19.831  18.877  6.2873e+10 146.947  19.598  19.296  3.6897e+11   0.215   0.513   0.179   0.113   0.089
 146.746  42.178   9.412  5.9987e+11 146.263  42.011   9.166  6.2747e+12   0.303   0.157  -0.701   0.302   0.240
 146.783 234.864 128.387  1.8753e+11 146.916 234.480 128.247  1.5786e+11   0.193   0.054   0.036   0.123   0.129
 146.870 153.437 108.620  4.3699e+11 146.868 153.750 108.655  5.8171e+11  -0.082   0.010  -0.089   0.192   0.196
 147.012 171.303 202.781  5.9435e+12 147.903 171.775 203.031  2.0664e+11  -0.282   0.299   0.441   0.122   1.094
 147.091 101.831 169.721  3.5800e+11 146.813 101.819 170.042  4.4716e+10  -0.235   0.277  -0.193   0.247   0.269
 147.130 112.590 213.263  4.4260e+12 147.026 112.303 212.956  5.2304e+11  -0.003  -0.725   0.679   0.294   0.485
 147.164 223.841 145.483  6.2331e+10 147.426 223.772 145.260  3.2304e+11  -0.029   0.080  -0.058   0.290   0.232
 147.240 212.611  47.087  7.5651e+12 147.418 212.382  47.680  2.2756e+12  -0.446   0.547   0.345   0.020   0.039
 147.271  89.431  55.707  1.4445e+11 147.505  89.104  55.786  2.7385e+11   0.248   0.131  -0.189   0.201   0.179
 147.279  46.808  79.856  1.2249e+12 147.402  47.218  79.995  3.8455e+11  -0.140   0.114  -0.212   0.046   0.071
 147.349 111.820 175.348  5.3725e+12 146.663 111.756 175.193  2.0766e+12  -0.076  -0.417   0.509   0.347   0.486
 147.358 225.650 121.971  2.9919e+11 147.520 225.698 122.465  6.7886e+10  -0.272  -0.308   0.120   0.309   0.293
 147.418 212.382  47.680  2.2756e+12 147.240 212.611  47.087  7.5651e+12  -0.446   0.547   0.345   0.000   0.000
 147.440 189.021  96.970  6.5477e+12 147.881 188.960  97.123  3.5325e+11   0.180   0.847  -0.184   0.014   0.047
 147.450  52.217   2.524  1.6301e+11 147.299  52.430   2.837  4.5122e+10  -0.186  -0.598   0.318   0.452   0.441
 147.505  89.104  55.786  2.7385e+11 147.271  89.431  55.707  1.4445e+11   0.248   0.131  -0.189   0.112   0.130
 147.534  95.467 224.682  3.1985e+12 148.030  95.541 224.603  1.1285e+12   0.039  -0.173   0.084   0.276   0.261
 147.618 230.113 145.433  3.3618e+11 147.368 230.134 145.735  4.3496e+10   0.014   0.647  -0.034   0.051   0.073
 147.727 245.976  87.546  2.0217e+11 147.485 245.960  87.867  6.7073e+10  -0.025   0.177  -0.010   0.000   0.000
 147.738  16.888 174.873  4.0664e+11 147.865  16.684 175.179  5.0244e+11   0.275   0.739   0.379   0.496   0.423
 147.755  93.556 229.572  1.5688e+12 147.901  93.437 229.504  2.3285e+13  -0.599  -0.383  -0.615   0.440   0.158
 147.788 167.692  64.693  7.1816e+10 147.403 167.780  64.497  1.2778e+11  -0.158   0.265   0.429   0.267   0.269
 147.790 237.230  86.109  1.7561e+11 147.664 237.000  86.225  1.3669e+12  -0.074   0.035  -0.010   0.119   0.215
 147.841  29.416 117.843  8.2385e+10 148.316  29.662 117.771  3.3333e+10   0.387  -0.582   0.559   0.317   0.289
 147.933 247.719 175.391  4.3130e+11 147.882 248.210 175.217  5.4771e+12  -0.036   0.139   0.402   0.049   0.032
 147.959  93.251 229.521  2.9630e+12 147.901  93.437 229.504  2.3285e+13   0.060   0.042   0.249   0.335   0.346
 148.030  95.541 224.603  1.1285e+12 147.534  95.467 224.682  3.1985e+12   0.039  -0.173   0.084   0.112   0.113
 148.046 165.681  60.342  2.3008e+11 147.701 165.845  60.713  1.0813e+11  -0.115  -0.548   0.135   0.093   0.068
 148.108 154.563  31.311  2.4543e+12 148.412 154.779  31.646  3.8943e+11  -0.336   0.018   0.294   0.063   0.075
 148.147  82.244 160.588  3.9838e+11 148.359  82.054 161.033  5.1152e+11   0.382  -0.223  -0.277   0.202   0.231
 148.148  61.868 184.010  3.0556e+11 148.537  61.979 183.980  2.1829e+11  -0.217   0.804   0.138   0.108   0.122
 148.220 104.470 106.138  2.7561e+11 147.744 104.388 106.257  6.4503e+12   0.163  -0.795   0.104   0.163   0.076
 148.292 115.586  32.723  1.5538e+12 148.941 115.309  32.998  2.0141e+12   0.293   0.554  -0.134   0.363   0.436
 148.316  29.662 117.771  3.3333e+10 147.841  29.416 117.843  8.2385e+10   0.387  -0.582   0.559   0.204   0.229
 148.375 217.575 215.619  1.7575e+11 148.909 217.269 215.395  2.7114e+11   0.015  -0.244   0.370   0.270   0.282
 148.401 212.048 109.096  7.2182e+11 148.055 211.383 109.133  8.3144e+11   0.423  -0.254  -0.609   0.234   0.234
 148.442 142.497 131.787  3.9702e+10 148.619 142.745 131.505  5.2507e+11  -0.515   0.046  -0.282   0.000   0.000
 148.469 238.656  23.394  4.3361e+11 148.512 238.628  23.762  5.3489e+12   0.065   0.268   0.013   0.361   0.347
 148.512 238.628  23.762  5.3489e+12 148.469 238.656  23.394  4.3361e+11   0.065   0.268   0.013   0.219   0.229
 148.652 162.575 179.457  8.9187e+11 148.444 162.388 179.327  2.8713e+11   0.506  -0.498  -0.091   0.477   0.612
 148.822 225.855  70.440  1.6939e+12 148.928 225.160  70.602  8.6166e+11   0.204  -0.100  -0.562   0.108   0.112
 148.825 139.220 132.001  2.3564e+11 149.009 139.240 132.409  1.1328e+11   0.176   0.239  -0.091   0.274   0.263
 148.865 175.250  15.103  4.6437e+11 148.993 175.650  15.318  1.8889e+11  -0.232  -0.076   0.280   0.199   0.220
 148.949   2.863 145.322  1.2847e+12 148.889   2.567 145.205  3.1911e+11  -0.243  -0.231   0.707   0.121   0.075
 148.951 104.295 245.973  3.4187e+11 148.992 104.604 245.760  8.8374e+11  -0.441   0.507   0.650   0.140   0.142
 148.971 171.989 245.587  8.0624e+10 148.990 171.568 245.467  6.5176e+10   0.257   0.182  -0.598   0.250   0.242
 148.990 171.568 245.467  6.5176e+10 148.971 171.989 245.587  8.0624e+10   0.257   0.182  -0.598   0.186   0.194
 148.992 104.604 245.760  8.8374e+11 148.951 104.295 245.973  3.4187e+11  -0.441   0.507   0.650   0.223   0.223
 149.009 139.240 132.409  1.1328e+11 148.825 139.220 132.001  2.3564e+11   0.176   0.239  -0.091   0.199   0.210
 149.178 110.997  99.060  9.4906e+11 148.758 110.977  99.258  4.5542e+11   0.115   0.277   0.272   0.262   0.251
 149.235 113.902 241.523  4.3090e+10 149.262 114.422 241.469  1.6694e+11  -0.111   0.065   0.568   0.590   0.589
 149.248   9.170  29.800  2.8672e+11 148.807   9.176  29.791  6.2195e+10  -0.020  -0.916   0.316   0.161   0.159
 149.446 248.186  16.568  4.6653e+11 149.036 248.271  16.488  1.7211e+12  -0.110  -0.733  -0.219   0.000   0.000
 149.506  74.854 115.258  3.0789e+12 150.939  74.958 114.573  3.3198e+11  -0.392   0.549  -0.737   0.488   1.454
 149.648 200.505 233.004  5.7141e+11 149.734 200.798 233.223  6.5718e+10  -0.103   0.112  -0.110   0.100   0.122
 149.656  94.914 157.831  1.3388e+11 149.446  95.109 157.876  9.4987e+11  -0.189  -0.128  -0.329   0.229   0.316
 149.659 246.163  17.872  2.5283e+12 150.133 245.860  17.648  2.3297e+13  -0.494  -0.852   0.110   0.116   0.117
 149.696 138.155  76.976  2.0020e+12 150.024 138.236  77.149  1.0133e+12  -0.160   0.256   0.181   0.135   0.121
 149.783 233.012  89.022  1.7421e+12 149.589 232.665  88.895  7.0148e+12   0.173  -0.052  -0.122   0.000   0.000
 149.827 218.080  31.111  4.4932e+11 149.987 218.029  31.325  1.2672e+12  -0.070   0.236   0.108   0.284   0.319
 149.849  15.696 103.164  4.8308e+12 150.127  14.683 102.240  4.2873e+11   0.192  -0.172   0.246   0.114   1.311
 149.929 104.325   5.593  3.1111e+11 149.602 104.340   5.832  8.8889e+10  -0.039  -0.205  -0.041   0.149   0.159
 149.970  14.186  94.055  2.9296e+11 149.733  14.793  93.759  2.7317e+12   0.125   0.058   0.019   0.148   0.144
 149.987 218.029  31.325  1.2672e+12 149.827 218.080  31.111  4.4932e+11  -0.070   0.236   0.108   0.342   0.306
 150.009 162.881 104.369  5.2060e+11 150.019 162.340 104.434  1.0678e+11  -0.318  -0.051  -0.376   0.273   0.311
 150.019 162.340 104.434  1.0678e+11 150.009 162.881 104.369  5.2060e+11  -0.318  -0.051  -0.376   0.207   0.175
 150.081  35.232  88.837  8.6721e+10 150.095  35.172  88.473  2.6618e+12  -0.349   0.046  -0.021   0.186   0.112
 150.095  35.172  88.473  2.6618e+12 150.081  35.232  88.837  8.6721e+10  -0.349   0.046  -0.021   0.074   0.123
 150.117 226.771 226.292  3.7941e+11 150.733 226.431 226.310  2.0783e+12   0.014   0.057   0.612   0.281   0.318
 150.130 210.547  91.018  1.9024e+11 150.521 210.409  90.858  6.5176e+10   0.087   0.298  -0.044   0.124   0.120
 150.201  33.876 248.543  6.1762e+11 149.988  34.160 248.300  2.0854e+11  -0.208  -0.252  -0.114   0.356   0.290
 150.277 134.890  66.260  3.0732e+11 150.120 134.723  66.884  6.6315e+11   0.391   0.465   0.223   0.163   0.086
 150.458 169.845  62.007  1.0813e+11 150.229 169.573  62.217  4.3632e+10  -0.006  -0.038  -0.057   0.106   0.106
 150.490  37.947  88.605  5.4648e+11 150.380  38.328  88.761  3.7859e+11   0.035  -0.001   0.028   0.000   0.000
 150.521 210.409  90.858  6.5176e+10 150.130 210.547  91.018  1.9024e+11   0.087   0.298  -0.044   0.000   0.000
 150.565 205.057  54.481  4.7290e+10 150.730 205.304  54.442  1.1531e+12  -0.257   0.204   0.201   0.277   0.179
 150.632  23.909  27.235  5.3645e+11 150.314  24.577  27.428  1.8794e+11  -0.506  -0.311   0.246   0.047   0.033
 150.706  12.356 226.118  1.9479e+13 150.684  12.441 226.140  1.4545e+12  -0.715  -0.244   0.223   0.062   0.505
 150.732 176.079  41.291  1.6084e+11 151.099 176.467  41.092  3.5054e+11  -0.040  -0.092  -0.253   0.000   0.000
 150.733 226.431 226.310  2.0783e+12 150.117 226.771 226.292  3.7941e+11   0.014   0.057   0.612   0.162   0.142
 150.760 219.333 151.386  7.6735e+11 150.686 219.086 151.564  1.9428e+12   0.058  -0.301  -0.394   0.264   0.168
 150.839 161.037  66.581  4.8564e+11 150.972 161.594  66.688  1.3781e+11  -0.446   0.141  -0.181   0.091   0.072
 150.871 122.793 236.943  2.8871e+12 151.324 122.898 236.921  3.8665e+12  -0.225   0.932  -0.192   0.602   0.631
 151.033 202.142  78.028  1.8821e+11 150.839 201.665  78.314  1.8957e+11   0.133  -0.168  -0.190   0.098   0.106
 151.075 124.904  72.877  3.0800e+11 150.973 125.164  73.359  1.4458e+11  -0.158   0.213  -0.148   0.129   0.095
 151.088  50.755  29.565  1.6840e+12 151.206  51.409  29.661  1.1122e+12  -0.300   0.073  -0.126   0.170   0.194
 151.099 176.467  41.092  3.5054e+11 150.732 176.079  41.291  1.6084e+11  -0.040  -0.092  -0.253   0.178   0.186
 151.123   4.182 238.123  1.6271e+13 151.620   3.578 238.176  2.2190e+12   0.007   0.033   0.311   0.000   0.000
 151.135 188.653 160.689  1.2652e+12 151.559 188.269 160.072  2.9160e+13   0.577   0.485   0.094   0.068   0.049
 151.154  34.924 128.169  1.7981e+11 151.377  34.926 128.044  2.0892e+12   0.311   0.339   0.561   0.492   0.358
 151.156  53.603  79.920  7.3930e+11 151.381  53.562  80.403  1.9556e+12  -0.178   0.347   0.112   0.087   0.079
 151.252 107.388  96.928  5.4835e+12 150.727 107.139  97.185  1.4119e+13   0.012   0.006   0.030   0.158   0.076
 151.259  75.495 143.650  3.6992e+11 151.186  75.732 144.098  4.1328e+11   0.222  -0.523   0.313   0.072   0.070
 151.279  31.222 246.470  3.7809e+12 151.723  30.677 246.243  2.8412e+12   0.069   0.054   0.005   0.081   0.128
 151.389 150.411  83.777  5.1545e+12 152.013 150.649  84.216  2.2019e+11   0.156   0.082  -0.266   0.101   1.009
 151.402  23.414  94.964  1.9235e+12 151.746  23.262  95.122  5.8083e+12   0.185   0.469   0.050   0.000   0.000
 151.407 101.782  55.502  3.2100e+11 151.090 101.519  55.272  1.0569e+11   0.539  -0.119  -0.607   0.121   0.113
 151.431 110.372 167.913  7.4594e+11 151.928 110.391 168.116  1.6328e+11   0.032   0.158  -0.094   0.120   0.093
 151.483 147.442  18.707  8.3672e+11 151.820 147.722  18.216  6.4133e+11  -0.393   0.515   0.023   0.122   0.104
 151.501 132.969 194.110  2.1015e+12 151.408 133.007 194.161  1.2551e+13   0.170   0.847  -0.331   0.710   0.593
 151.652 125.165 207.863  3.5732e+11 151.399 125.451 207.405  8.5190e+11  -0.672  -0.163   0.269   0.347   0.393
 151.699 182.394 226.572  2.5989e+11 151.874 182.029 226.681  2.5610e+11  -0.244  -0.027   0.301   0.164   0.162
 151.730  32.018   0.709  3.2968e+11 151.862  31.617   1.056  1.3306e+11   0.185  -0.322  -0.441   0.066   0.079
 151.731 208.727 168.086  2.3281e+13 151.698 208.193 167.919  1.4465e+12   0.485  -0.216   0.593   0.070   0.203
 151.756  46.304 110.272  2.1938e+11 151.476  46.660 110.314  4.4851e+10   0.317   0.234   0.139   0.066   0.067
 151.874 182.029 226.681  2.5610e+11 151.699 182.394 226.572  2.5989e+11  -0.244  -0.027   0.301   0.373   0.382
 151.939   6.390  83.401  1.1504e+11 151.854   6.530  83.693  6.6071e+11  -0.134  -0.251   0.081   0.564   0.578
 152.079 181.296  35.468  7.6626e+11 152.279 181.159  35.754  5.3252e+10   0.018  -0.365  -0.187   0.174   0.121
 152.212 142.260 142.730  4.6220e+11 151.944 141.911 142.573  1.1667e+11   0.445  -0.474   0.294   0.322   0.330
 152.233 210.826 235.266  3.7554e+12 151.964 210.381 235.079  4.5054e+11   0.255  -0.304   0.355   0.083   0.166
 152.279 181.159  35.754  5.3252e+10 152.079 181.296  35.468  7.6626e+11   0.018  -0.365  -0.187   0.037   0.052
 152.431  15.101   9.038  7.0434e+11 152.147  15.147   9.323  2.9282e+11  -0.163  -0.471  -0.086   0.228   0.124
 152.569  85.959 112.392  6.9513e+10 152.803  85.905 112.825  5.8672e+10  -0.681  -0.199   0.344   0.361   0.339
 152.569 181.005  58.686  1.8474e+12 152.569 181.005  58.686  1.8474e+12    -NaN    -NaN    -NaN   0.190   0.321
 152.636  86.278 120.143  2.8623e+12 152.109  86.298 120.267  3.8343e+12  -0.027  -0.333  -0.062   0.000   0.000
 152.647  78.792  42.651  2.4756e+11 152.866  78.723  43.021  2.2426e+11  -0.311   0.106   0.204   0.138   0.152
 152.661  79.756 201.785  4.4241e+11 152.717  79.554 202.191  6.9648e+10  -0.077  -0.294  -0.136   0.225   0.271
 152.680 197.257  87.328  1.2480e+11 152.828 197.097  87.768  1.1802e+11  -0.010  -0.172  -0.059   0.055   0.057
 152.758 240.622  26.266  1.6640e+11 153.340 240.903  26.335  1.4005e+12  -0.160   0.455  -0.506   0.000   0.000
 152.799   5.379 196.153  1.6789e+11 152.999   4.807 196.369  9.3158e+11  -0.192   0.241   0.815   0.091   0.085
 152.828 232.217 129.136  2.1436e+12 153.257 232.712 129.184  2.7561e+12  -0.176   0.164  -0.125   0.162   0.120
 152.855 125.837   7.542  1.2236e+11 153.232 125.853   7.635  1.1965e+11  -0.034   0.455   0.064   0.255   0.256
 152.885  55.728 106.422  1.7019e+11 153.306  55.751 106.519  2.9228e+11  -0.229   0.279   0.932   0.114   0.103
 152.909  54.058  74.888  2.2520e+11 152.398  53.944  74.982  3.9350e+11   0.070  -0.199   0.138   0.089   0.101
 152.999  59.352  87.201  7.1274e+10 152.708  59.530  87.221  1.6450e+11   0.314   0.469   0.375   0.232   0.291
 153.119 154.625 170.563  1.7656e+11 153.540 154.298 170.796  8.0366e+11   0.350   0.719   0.374   0.588   0.550
 153.205 238.872 100.254  8.7317e+11 153.360 238.531 100.302  8.6640e+11  -0.349  -0.081   0.552   0.132   0.132
 153.239 185.243 240.049  6.4838e+11 153.491 185.465 239.874  1.4102e+12   0.700  -0.690   0.128   0.156   0.139
 153.292 132.302   9.948  9.0515e+10 153.648 132.093   9.774  4.2263e+11   0.075  -0.144   0.326   0.168   0.143
 153.325 128.306 206.457  7.8456e+11 153.308 128.364 206.488  7.4522e+12  -0.156   0.406  -0.838   0.637   0.168
 153.347 246.072 134.318  1.6332e+12 153.212 245.790 134.590  2.1188e+12   0.066   0.003   0.036   0.067   0.052
 153.352 138.117 227.695  2.9119e+11 153.421 138.546 227.776  2.3401e+11   0.026   0.060  -0.342   0.503   0.572
 153.400 139.942 204.910  5.0054e+11 153.778 140.227 204.822  3.3794e+11   0.002  -0.007  -0.012   0.163   0.157
 153.411 143.990 184.452  7.6965e+10 153.030 143.838 184.760  1.1400e+12   0.122  -0.057   0.122   0.199   0.213
 153.421 138.546 227.776  2.3401e+11 153.352 138.117 227.695  2.9119e+11   0.026   0.060  -0.342   0.529   0.466
 153.432 135.546 158.146  4.0881e+11 152.967 135.239 158.069  9.5827e+11   0.507  -0.732  -0.142   0.474   0.431
 153.448 215.081 136.130  1.0659e+12 153.596 214.832 136.211  4.4824e+11   0.230   0.290   0.477   0.600   0.541
 153.491 185.465 239.874  1.4102e+12 153.239 185.243 240.049  6.4838e+11   0.700  -0.690   0.128   0.087   0.119
 153.556 135.435  70.176  5.7372e+11 153.919 135.707  70.078  8.2778e+11  -0.060   0.093   0.036   0.162   0.133
 153.556  66.446  67.249  5.2263e+11 153.764  66.756  67.471  1.0339e+11  -0.016   0.058  -0.066   0.064   0.066
 153.574 111.008 185.386  6.5447e+11 153.863 110.868 185.452  5.1355e+10  -0.007  -0.116  -0.213   0.204   0.120
 153.648 132.093   9.774  4.2263e+11 153.292 132.302   9.948  9.0515e+10   0.075  -0.144   0.326   0.227   0.264
 153.702 140.437 136.212  1.3252e+11 153.996 140.236 136.624  3.9296e+10   0.538   0.259  -0.258   0.294   0.256
 153.744  31.425 201.701  1.1342e+11 153.695  31.870 201.870  4.4174e+10   0.228   0.174  -0.394   0.042   0.063
 153.758 234.373 216.530  2.4474e+12 153.551 234.133 216.882  2.3901e+12   0.125   0.016   0.084   0.337   0.491
 153.764  66.756  67.471  1.0339e+11 153.556  66.446  67.249  5.2263e+11  -0.016   0.058  -0.066   0.000   0.000
 153.777 138.986 158.449  6.0989e+11 154.161 138.980 158.765  7.0515e+11   0.485   0.157  -0.587   0.171   0.165
 153.778 140.227 204.822  3.3794e+11 153.400 139.942 204.910  5.0054e+11   0.002  -0.007  -0.012   0.324   0.331
 153.890 202.732  44.156  6.9729e+11 154.100 202.543  44.331  5.7250e+11   0.492   0.126  -0.454   0.305   0.193
 153.919 135.707  70.078  8.2778e+11 153.556 135.435  70.176  5.7372e+11  -0.060   0.093   0.036   0.086   0.109
 153.927  85.794  97.155  1.1613e+11 153.740  85.492  97.399  7.4865e+11  -0.022  -0.196  -0.259   0.406   0.350
 153.984 152.002 136.660  4.4932e+11 154.181 151.919 136.765  4.9689e+11   0.194   0.159  -0.237   0.316   0.171
 154.287 241.066 119.927  1.0447e+11 153.997 240.747 120.124  5.5556e+10  -0.407  -0.095  -0.754   0.471   0.475
 154.355  72.353 213.946  2.3223e+13 154.179  72.311 213.971  2.0655e+12  -0.087   0.542   0.310   0.062   0.767
 154.444 214.979 190.483  2.3090e+11 154.537 215.292 190.605  1.4205e+12  -0.527   0.365  -0.536   0.274   0.308
 154.509 208.893 238.425  4.2537e+12 154.877 209.337 238.981  3.6165e+12  -0.135   0.482  -0.295   0.069   0.072
 154.540 164.417   4.916  1.1259e+12 154.466 164.234   5.335  5.0271e+10   0.161  -0.283  -0.095   0.089   0.096
 154.624  16.797 243.849  1.8686e+11 154.287  17.104 244.081  9.4987e+11   0.415   0.292   0.216   0.063   0.054
 154.635  92.286 112.415  7.5610e+10 154.778  92.129 112.655  1.0183e+12  -0.516  -0.393   0.051   0.437   0.393
 154.675  39.476  50.069  9.9865e+10 155.089  39.745  50.222  2.3496e+11  -0.191   0.287   0.013   0.199   0.211
 154.709  79.055 134.216  7.2087e+10 155.050  79.083 134.363  7.4255e+10   0.061   0.402  -0.219   0.322   0.333
 154.710 221.666 185.262  2.8510e+11 154.318 221.664 185.157  9.4987e+10   0.003  -0.728   0.006   0.250   0.278
 154.778  92.129 112.655  1.0183e+12 154.635  92.286 112.415  7.5610e+10  -0.516  -0.393   0.051   0.300   0.332
 154.782 136.715 159.202  4.0136e+11 154.963 136.719 159.810  7.9418e+11  -0.452   0.549   0.130   0.524   0.465
 154.851 155.453  29.622  4.3300e+12 154.943 155.442  29.778  1.1409e+11   0.614  -0.517  -0.401   0.138   0.539
 154.883 106.436 101.110  8.4797e+11 155.256 106.507 101.046  1.6470e+12   0.209  -0.427   0.738   0.239   0.225
 154.943 155.442  29.778  1.1409e+11 154.851 155.453  29.622  4.3300e+12   0.614  -0.517  -0.401   0.601   0.181
 155.011 131.922 238.206  8.1175e+12 154.773 131.576 238.312  3.6152e+11  -0.625   0.257  -0.564   0.000   0.000
 155.045  93.450 249.281  5.3266e+11 154.692  93.381 249.647  3.6680e+11  -0.206  -0.839  -0.357   0.568   0.566
 155.052 164.836 224.306  2.9133e+11 154.878 164.599 224.103  1.4851e+11   0.773  -0.421  -0.175   0.398   0.445
 155.096 205.755 231.115  5.2724e+11 155.234 206.189 231.152  3.3699e+11   0.089   0.027  -0.638   0.110   0.123
 155.098 233.091 182.299  1.1917e+13 155.287 232.838 182.481  3.0754e+12  -0.116   0.268   0.494   0.054   0.632
 155.113 137.604 217.087  6.6152e+11 155.546 138.064 217.036  2.6056e+12  -0.026  -0.004  -0.255   0.465   0.464
 155.128  68.555 174.585  1.0583e+11 155.647  68.699 174.430  5.5393e+11  -0.072   0.059  -0.187   0.043   0.054
 155.226 174.503 124.458  5.8794e+11 155.353 174.401 124.795  4.3090e+10  -0.151  -0.090   0.029   0.360   0.371
 155.228  97.698  49.376  4.6816e+11 155.761  97.496  49.395  7.3578e+10   0.187   0.525   0.312   0.192   0.191
 155.256 106.507 101.046  1.6470e+12 154.883 106.436 101.110  8.4797e+11   0.209  -0.427   0.738   0.296   0.309
 155.393 205.767 233.279  9.5922e+11 155.442 206.038 233.476  4.0895e+11   0.176  -0.533   0.693   0.145   0.051
 155.431  25.272 100.100  1.6623e+12 155.648  24.520 100.015  1.0247e+12  -0.438  -0.166   0.353   0.134   0.116
 155.442 206.038 233.476  4.0895e+11 155.393 205.767 233.279  9.5922e+11   0.176  -0.533   0.693   0.056   0.171
 155.461  86.267  57.526  7.5109e+11 155.340  86.256  57.892  3.4905e+11  -0.278  -0.811  -0.115   0.110   0.111
 155.491  90.560 240.535  4.3686e+11 155.388  90.525 240.932  9.4228e+11  -0.700  -0.060  -0.187   0.346   0.311
 155.501  12.943  26.528  2.0718e+11 155.809  13.148  26.606  4.6667e+11  -0.291   0.428   0.028   0.069   0.049
 155.546 138.064 217.036  2.6056e+12 155.113 137.604 217.087  6.6152e+11  -0.026  -0.004  -0.255   0.302   0.304
 155.569  60.839 208.342  2.2222e+11 155.910  61.155 208.314  8.8347e+10  -0.095   0.181   0.893   0.027   0.037
 155.607 186.253 108.688  2.4336e+11 155.760 186.253 108.213  1.8266e+11   0.571   0.351   0.184   0.293   0.312
 155.647  68.699 174.430  5.5393e+11 155.128  68.555 174.585  1.0583e+11  -0.072   0.059  -0.187   0.086   0.065
 155.648  24.520 100.015  1.0247e+12 155.431  25.272 100.100  1.6623e+12  -0.438  -0.166   0.353   0.357   0.421
 155.673 242.847  47.954  9.5935e+10 155.735 243.186  48.148  2.3916e+11   0.154  -0.098   0.121   0.213   0.195
 155.701  35.873  29.227  3.7195e+11 156.050  35.570  29.407  3.1084e+11   0.221   0.348   0.156   0.121   0.126
 155.753 122.394 170.997  1.2283e+12 155.564 122.832 171.080  5.0840e+11   0.023   0.041  -0.163   0.466   0.494
 155.760 186.253 108.213  1.8266e+11 155.607 186.253 108.688  2.4336e+11   0.571   0.351   0.184   0.368   0.343
 155.761  97.496  49.395  7.3578e+10 155.228  97.698  49.376  4.6816e+11   0.187   0.525   0.312   0.096   0.095
 155.908 199.226 104.701  6.2297e+12 155.990 199.759 104.596  4.5126e+12   0.225  -0.085  -0.255   0.198   0.178
 155.910  61.155 208.314  8.8347e+10 155.569  60.839 208.342  2.2222e+11  -0.095   0.181   0.893   0.059   0.044
 155.990 199.759 104.596  4.5126e+12 155.908 199.226 104.701  6.2297e+12   0.225  -0.085  -0.255   0.352   0.380
 156.007 198.262 225.716  1.0197e+12 156.229 198.626 225.585  4.6802e+11  -0.757   0.292  -0.468   0.191   0.277
 156.030 241.404 139.950  7.9079e+11 156.120 241.629 139.596  3.3424e+12   0.971  -0.051   0.213   0.371   0.179
 156.148  86.464  50.240  6.3740e+11 156.734  86.825  50.007  2.5623e+11   0.097   0.273   0.667   0.147   0.129
 156.175 231.407  99.292  2.4851e+11 155.790 231.708  99.356  6.3537e+11  -0.360  -0.388  -0.337   0.101   0.113
 156.229 198.626 225.585  4.6802e+11 156.007 198.262 225.716  1.0197e+12  -0.757   0.292  -0.468   0.361   0.247
 156.231  55.559 220.491  2.8442e+11 156.342  55.661 220.026  4.4634e+11   0.134  -0.356  -0.046   0.030   0.031
