# lambda_1A lambda_2A lambda_3A eigen1_xA eigen1_yA eigen1_zA eigen2_xA eigen2_yA eigen2_zA eigen3_xA eigen3_yA eigen3_zA# lambda_1B lambda_2B lambda_3B eigen1_xB eigen1_yB eigen1_zB eigen2_xB eigen2_yB eigen2_zB eigen3_xB eigen3_yB eigen3_zB 
# 5481
2.717643 1.388774 1.271633 -0.512526 0.823508 0.243211 0.623453 0.162125 0.764868 -0.590444 -0.543645 0.596512 2.717643 1.388774 1.271633 -0.512526 0.823508 0.243211 0.623453 0.162125 0.764868 -0.590444 -0.543645 0.596512 
1.108327 0.564853 -0.121544 0.275824 -0.960068 0.046806 -0.955369 -0.268464 0.123279 0.105790 0.078720 0.991268 1.108327 0.564853 -0.121544 0.275824 -0.960068 0.046806 -0.955369 -0.268464 0.123279 0.105790 0.078720 0.991268 
0.423833 -0.153498 -0.187537 -0.535288 0.351590 0.768018 0.786658 0.538658 0.301689 0.307628 -0.765658 0.564918 0.423833 -0.153498 -0.187537 -0.535288 0.351590 0.768018 0.786658 0.538658 0.301689 0.307628 -0.765658 0.564918 
1.115547 0.147747 -0.635651 0.516122 0.840311 0.165820 0.385846 -0.400947 0.830882 -0.764684 0.364855 0.531168 1.115547 0.147747 -0.635651 0.516122 0.840311 0.165820 0.385846 -0.400947 0.830882 -0.764684 0.364855 0.531168 
1.207629 0.447809 -0.161793 0.777611 0.425748 0.462665 -0.404018 -0.225476 0.886527 -0.481757 0.876299 0.003323 1.207629 0.447809 -0.161793 0.777611 0.425748 0.462665 -0.404018 -0.225476 0.886527 -0.481757 0.876299 0.003323 
2.164863 1.379233 -1.116419 0.061167 0.352670 0.933747 -0.998004 0.006887 0.062774 0.015708 -0.935723 0.352387 1.994497 1.406518 -0.675666 0.088469 0.347773 0.933395 -0.996018 0.041250 0.079035 -0.011017 -0.936671 0.350038 
0.612970 0.306026 0.041621 -0.076412 -0.983842 0.161915 -0.379990 0.178869 0.907532 0.921829 -0.007820 0.387517 0.612970 0.306026 0.041621 -0.076412 -0.983842 0.161915 -0.379990 0.178869 0.907532 0.921829 -0.007820 0.387517 
1.033649 0.885182 0.550297 0.673208 -0.212713 0.708198 -0.531314 -0.805252 0.263200 -0.514292 0.553464 0.655119 0.962225 0.791917 0.490972 0.955545 0.215608 0.201115 0.100134 -0.878866 0.466441 -0.277322 0.425567 0.861386 
0.963677 0.606771 -0.079093 0.547350 -0.789179 0.278575 -0.610314 -0.148635 0.778090 0.572646 0.595906 0.563003 0.875057 0.401212 0.012624 -0.564810 0.824888 0.023434 -0.501746 -0.365819 0.783854 0.655165 0.430971 0.620502 
2.822431 0.935634 -0.712549 -0.361998 0.497218 0.788500 -0.495436 -0.819131 0.289080 0.789621 -0.286005 0.542863 2.822431 0.935634 -0.712549 -0.361998 0.497218 0.788500 -0.495436 -0.819131 0.289080 0.789621 -0.286005 0.542863 
0.810574 0.240672 -0.274479 0.179897 -0.974966 0.130687 0.982453 0.184729 0.025736 -0.049234 0.123764 0.991090 1.360865 0.513206 -0.216936 0.205268 -0.977517 0.048212 -0.844311 -0.151952 0.513858 0.494979 0.146185 0.856519 
2.286110 1.062395 -2.785762 0.673210 0.724692 0.147003 0.673594 -0.683025 0.282397 -0.305058 0.091092 0.947967 1.838045 0.757112 -2.065846 0.662729 0.740429 0.112051 0.711555 -0.669264 0.213953 -0.233408 0.062063 0.970396 
0.621784 -0.201922 -0.290770 -0.544814 0.786036 0.292104 -0.547955 -0.597395 0.585546 0.634762 0.158954 0.756181 0.442652 -0.112171 -0.238925 -0.333821 0.919617 0.207044 -0.661544 -0.385023 0.643519 0.671508 0.077852 0.736896 
0.612970 0.306026 0.041621 -0.076412 -0.983842 0.161915 -0.379990 0.178869 0.907532 0.921829 -0.007820 0.387517 0.612970 0.306026 0.041621 -0.076412 -0.983842 0.161915 -0.379990 0.178869 0.907532 0.921829 -0.007820 0.387517 
0.143750 0.077765 -0.045525 0.530731 -0.847329 0.018920 -0.421128 -0.244272 0.873489 0.735510 0.471556 0.486477 0.143750 0.077765 -0.045525 0.530731 -0.847329 0.018920 -0.421128 -0.244272 0.873489 0.735510 0.471556 0.486477 
1.768476 1.305072 0.661041 -0.807267 0.572997 0.141402 0.588736 0.798618 0.124902 0.041358 -0.184077 0.982041 2.168888 1.326731 0.695453 -0.878964 0.464737 0.106964 0.468178 0.883597 0.008152 0.090724 -0.057243 0.994229 
0.905283 0.436476 0.168834 0.815327 -0.343618 0.466014 0.344706 0.934749 0.086154 -0.465210 0.090394 0.880573 0.905283 0.436476 0.168834 0.815327 -0.343618 0.466014 0.344706 0.934749 0.086154 -0.465210 0.090394 0.880573 
0.778026 0.602756 -0.135500 -0.696261 0.491779 0.522851 -0.460089 -0.864871 0.200790 0.550943 -0.100756 0.828438 0.744013 0.610512 -0.212290 -0.700143 0.452294 0.552477 -0.400863 -0.889318 0.220048 0.590854 -0.067403 0.803958 
0.875057 0.401212 0.012624 -0.564810 0.824888 0.023434 -0.501746 -0.365819 0.783854 0.655165 0.430971 0.620502 0.963677 0.606771 -0.079093 0.547350 -0.789179 0.278575 -0.610314 -0.148635 0.778090 0.572646 0.595906 0.563003 
1.360865 0.513206 -0.216936 0.205268 -0.977517 0.048212 -0.844311 -0.151952 0.513858 0.494979 0.146185 0.856519 0.810574 0.240672 -0.274479 0.179897 -0.974966 0.130687 0.982453 0.184729 0.025736 -0.049234 0.123764 0.991090 
2.168888 1.326731 0.695453 -0.878964 0.464737 0.106964 0.468178 0.883597 0.008152 0.090724 -0.057243 0.994229 1.768476 1.305072 0.661041 -0.807267 0.572997 0.141402 0.588736 0.798618 0.124902 0.041358 -0.184077 0.982041 
0.409595 -0.152141 -0.572965 0.043561 -0.992465 0.114524 0.539655 0.119845 0.833312 -0.840759 0.025504 0.540809 0.348988 -0.119676 -0.536129 0.026980 -0.996831 0.074839 0.567255 0.076913 0.819943 -0.823100 0.020331 0.567532 
0.061092 -0.062891 -0.204499 0.736028 -0.303981 0.604862 -0.508646 0.341265 0.790454 -0.446701 -0.889457 0.096562 0.109522 -0.013558 -0.143897 0.717709 -0.327307 0.614625 -0.324361 0.623903 0.711010 -0.616185 -0.709659 0.341615 
0.946242 0.747504 -0.083078 0.389022 -0.513118 0.765096 -0.895240 -0.014693 0.445341 0.217271 0.858192 0.465080 0.771303 0.675477 -0.068038 0.144724 -0.439462 0.886526 -0.976320 0.082176 0.200118 0.160795 0.894494 0.417163 
0.690527 0.505096 -0.082478 -0.098115 0.677338 0.729100 -0.251016 -0.725790 0.640484 0.962998 -0.120175 0.241233 0.690527 0.505096 -0.082478 -0.098115 0.677338 0.729100 -0.251016 -0.725790 0.640484 0.962998 -0.120175 0.241233 
0.576177 -0.011119 -0.387289 -0.567622 0.645305 0.511260 -0.742516 -0.669509 0.020673 0.355633 -0.367885 0.859177 0.576177 -0.011119 -0.387289 -0.567622 0.645305 0.511260 -0.742516 -0.669509 0.020673 0.355633 -0.367885 0.859177 
1.894170 0.723999 -0.225987 -0.614740 0.739099 0.275368 -0.594754 -0.663692 0.453630 0.518037 0.115088 0.847580 1.894170 0.723999 -0.225987 -0.614740 0.739099 0.275368 -0.594754 -0.663692 0.453630 0.518037 0.115088 0.847580 
6.945628 6.145644 3.292052 -0.569953 0.817289 0.084810 0.179538 0.023149 0.983479 -0.801823 -0.575763 0.159928 6.765395 5.520146 4.132113 -0.371237 0.597876 0.710442 0.416264 -0.576766 0.702897 -0.830004 -0.556673 0.034757 
1.593227 1.010699 0.656792 -0.502222 -0.426990 0.751966 0.586587 0.470708 0.659052 -0.635365 0.772084 0.014067 1.339002 0.994558 0.365249 -0.572592 -0.152980 0.805441 0.592548 0.601738 0.535536 0.566591 -0.783906 0.253902 
0.100117 -0.090466 -0.162629 -0.868567 0.384342 0.312846 0.282555 -0.134551 0.949768 0.407129 0.913333 0.008269 0.110319 -0.101505 -0.145221 -0.891344 0.298696 0.341007 0.404614 0.184968 0.895586 -0.204433 -0.936252 0.285727 
1.641586 1.155614 0.466798 0.266939 -0.050692 0.962379 -0.712025 0.662579 0.232398 -0.649433 -0.747274 0.140774 1.969165 1.865184 1.168845 0.513429 -0.393134 0.762782 -0.822645 0.027489 0.567890 0.244225 0.919070 0.309296 
1.262399 0.150800 -0.433236 0.884199 0.369699 0.285508 0.374062 -0.926486 0.041245 -0.279767 -0.070329 0.957489 1.231174 0.091409 -0.482913 0.879665 0.383830 0.280829 0.398165 -0.917291 0.006521 -0.260104 -0.106080 0.959736 
0.353438 0.175936 -0.249678 -0.790089 0.115373 0.602037 0.406523 -0.636467 0.655476 0.458801 0.762626 0.455963 0.353438 0.175936 -0.249678 -0.790089 0.115373 0.602037 0.406523 -0.636467 0.655476 0.458801 0.762626 0.455963 
2.581423 0.089430 -0.156003 0.855763 -0.514565 0.053782 -0.431537 -0.652583 0.622824 0.285387 0.556199 0.780511 3.419849 0.769180 -0.613859 0.870794 -0.490232 0.037292 0.484744 0.868759 0.101394 -0.082104 -0.070216 0.994147 
0.507508 0.106145 -0.357088 -0.831233 0.526406 0.178743 0.040904 -0.262738 0.964000 0.554417 0.808620 0.196864 0.489326 0.064399 -0.384159 -0.809204 0.562129 0.170880 0.022351 -0.261181 0.965031 0.587103 0.784726 0.198784 
0.338124 0.037323 -0.039018 -0.473014 0.755787 0.452817 -0.419155 -0.645099 0.638870 0.774962 0.112394 0.621934 0.338124 0.037323 -0.039018 -0.473014 0.755787 0.452817 -0.419155 -0.645099 0.638870 0.774962 0.112394 0.621934 
0.397057 0.087214 -0.254313 0.670057 -0.068271 0.739163 -0.695701 0.289526 0.657400 -0.258888 -0.954732 0.146503 0.399969 0.076904 -0.271372 0.685592 -0.158600 0.710500 -0.645296 0.319379 0.693967 -0.336982 -0.934261 0.116620 
1.945594 1.320400 0.511369 -0.269206 0.408794 0.872018 -0.023740 -0.907987 0.418326 0.962790 0.091914 0.254140 1.989350 1.315771 0.067953 -0.203022 0.352053 0.913696 0.070851 -0.925402 0.372306 0.976608 0.140323 0.162933 
0.392344 -0.040892 -0.244043 0.481555 -0.746315 0.459476 0.725019 0.633780 0.269574 -0.492394 0.203314 0.846293 0.392344 -0.040892 -0.244043 0.481555 -0.746315 0.459476 0.725019 0.633780 0.269574 -0.492394 0.203314 0.846293 
0.979121 0.774119 -0.900465 -0.086714 0.380795 0.920584 0.495203 -0.785342 0.371499 -0.864439 -0.488090 0.120471 1.210670 0.907446 -0.754710 0.612730 -0.606032 0.507235 -0.211330 0.492813 0.844083 -0.761513 -0.624388 0.173888 
1.044934 0.800771 -0.112250 0.810208 0.406995 0.421804 -0.572589 0.395709 0.718022 0.125320 -0.823267 0.553648 1.033435 0.793613 -0.277314 0.834563 0.425821 0.349543 -0.531069 0.453081 0.716019 0.146525 -0.783195 0.604265 
0.399969 0.076904 -0.271372 0.685592 -0.158600 0.710500 -0.645296 0.319379 0.693967 -0.336982 -0.934261 0.116620 0.397057 0.087214 -0.254313 0.670057 -0.068271 0.739163 -0.695701 0.289526 0.657400 -0.258888 -0.954732 0.146503 
0.368485 -0.079812 -0.309354 -0.448149 -0.045451 0.892803 0.757811 0.510471 0.406377 0.474220 -0.858693 0.194324 0.363165 -0.092309 -0.297769 -0.469371 -0.103926 0.876864 0.722128 0.526309 0.448921 0.508156 -0.843918 0.171987 
0.212472 -0.071702 -0.269566 0.034656 -0.151143 0.987904 -0.005679 0.988452 0.151426 -0.999383 -0.010858 0.033397 0.142878 -0.046169 -0.267187 0.009812 -0.353497 0.935384 -0.031955 0.934841 0.353627 0.999441 0.033361 0.002123 
1.894323 1.042026 -0.107450 -0.227869 -0.768805 0.597507 0.090114 0.594366 0.799130 0.969513 -0.235940 0.066157 1.197073 0.877686 -0.106112 0.300989 0.949488 0.088764 0.164611 -0.143413 0.975877 -0.939313 0.279117 0.199461 
1.009019 0.227084 -0.222423 0.873097 -0.334152 0.355026 -0.221402 0.377035 0.899348 -0.434376 -0.863821 0.255206 1.009019 0.227084 -0.222423 0.873097 -0.334152 0.355026 -0.221402 0.377035 0.899348 -0.434376 -0.863821 0.255206 
0.705362 0.272915 0.009128 -0.304145 0.819683 0.485402 -0.846620 -0.466176 0.256738 0.436727 -0.332866 0.835745 0.768167 0.138446 -0.017462 -0.290767 0.816903 0.498120 -0.624980 -0.556361 0.547597 0.724468 -0.152092 0.672320 
0.533307 -0.104981 -0.438552 0.938538 0.229507 0.257825 -0.314917 0.263493 0.911811 0.141331 -0.936962 0.319574 0.533307 -0.104981 -0.438552 0.938538 0.229507 0.257825 -0.314917 0.263493 0.911811 0.141331 -0.936962 0.319574 
1.210670 0.907446 -0.754710 0.612730 -0.606032 0.507235 -0.211330 0.492813 0.844083 -0.761513 -0.624388 0.173888 0.979121 0.774119 -0.900465 -0.086714 0.380795 0.920584 0.495203 -0.785342 0.371499 -0.864439 -0.488090 0.120471 
0.301593 0.006879 -0.508024 -0.597253 -0.791877 0.127356 0.694117 -0.430761 0.576756 -0.401860 0.432869 0.806928 0.301593 0.006879 -0.508024 -0.597253 -0.791877 0.127356 0.694117 -0.430761 0.576756 -0.401860 0.432869 0.806928 
0.986068 0.894781 0.406228 -0.060892 -0.717376 0.694020 -0.808827 0.442896 0.386836 0.584886 0.537787 0.607202 0.986068 0.894781 0.406228 -0.060892 -0.717376 0.694020 -0.808827 0.442896 0.386836 0.584886 0.537787 0.607202 
0.510993 0.283460 -0.004889 0.983365 -0.165750 0.074304 0.024793 0.527717 0.849059 -0.179943 -0.833092 0.523047 0.510993 0.283460 -0.004889 0.983365 -0.165750 0.074304 0.024793 0.527717 0.849059 -0.179943 -0.833092 0.523047 
0.595394 0.039567 -0.490039 0.515537 -0.431420 0.740337 -0.354377 0.679302 0.642625 -0.780153 -0.593655 0.197320 0.472224 0.058417 -0.446658 0.476396 -0.428524 0.767733 -0.405088 0.668014 0.624229 -0.780353 -0.608379 0.144649 
0.576259 0.182052 -0.121156 -0.713155 0.430296 0.553404 0.558672 0.825722 0.077908 0.423434 -0.364731 0.829261 0.532691 0.251990 -0.124881 -0.608255 0.522744 0.597298 -0.590411 -0.800920 0.099709 0.530510 -0.292003 0.795797 
1.935067 -0.124475 -0.377045 0.084348 -0.076618 0.993486 0.122129 0.990317 0.066005 -0.988924 0.115766 0.092889 1.935067 -0.124475 -0.377045 0.084348 -0.076618 0.993486 0.122129 0.990317 0.066005 -0.988924 0.115766 0.092889 
0.315670 0.057285 -0.127280 -0.495759 0.818741 0.289632 0.696127 0.175229 0.696206 -0.519260 -0.546771 0.656819 0.265509 0.009330 -0.058345 -0.515349 0.770588 0.374979 0.390004 -0.178734 0.903300 -0.763094 -0.611759 0.208422 
0.795897 0.033485 -0.612196 0.774520 -0.343411 0.531213 -0.603474 -0.149474 0.783248 0.189573 0.927214 0.323010 0.795897 0.033485 -0.612196 0.774520 -0.343411 0.531213 -0.603474 -0.149474 0.783248 0.189573 0.927214 0.323010 
1.141482 0.078026 -0.477719 -0.748861 -0.230141 0.621484 0.582593 0.218396 0.782872 0.315900 -0.948335 0.029470 1.402421 0.027146 -0.729043 -0.692419 -0.196434 0.694240 0.636972 0.285480 0.716078 0.338854 -0.938038 0.072549 
1.076330 0.181816 -0.059272 -0.240628 -0.970582 0.008309 0.561511 -0.132218 0.816838 -0.791709 0.201220 0.576807 1.040219 0.047105 -0.081046 0.329791 0.940638 0.080231 0.158317 -0.138888 0.977571 -0.930684 0.309693 0.194723 
1.672267 0.288377 -0.391287 -0.748665 0.629100 0.209127 0.266334 -0.003461 0.963875 -0.607097 -0.777317 0.164960 1.677759 0.525167 -0.276188 -0.780442 0.567698 0.261973 0.452164 0.223098 0.863583 -0.431808 -0.792431 0.430808 
1.040219 0.047105 -0.081046 0.329791 0.940638 0.080231 0.158317 -0.138888 0.977571 -0.930684 0.309693 0.194723 1.076330 0.181816 -0.059272 -0.240628 -0.970582 0.008309 0.561511 -0.132218 0.816838 -0.791709 0.201220 0.576807 
0.265509 0.009330 -0.058345 -0.515349 0.770588 0.374979 0.390004 -0.178734 0.903300 -0.763094 -0.611759 0.208422 0.315670 0.057285 -0.127280 -0.495759 0.818741 0.289632 0.696127 0.175229 0.696206 -0.519260 -0.546771 0.656819 
0.199639 0.095964 -0.197258 -0.629529 0.275569 0.726467 0.705646 -0.188565 0.683014 -0.325204 -0.942605 0.075747 0.199639 0.095964 -0.197258 -0.629529 0.275569 0.726467 0.705646 -0.188565 0.683014 -0.325204 -0.942605 0.075747 
1.677759 0.525167 -0.276188 -0.780442 0.567698 0.261973 0.452164 0.223098 0.863583 -0.431808 -0.792431 0.430808 1.672267 0.288377 -0.391287 -0.748665 0.629100 0.209127 0.266334 -0.003461 0.963875 -0.607097 -0.777317 0.164960 
0.988654 0.777676 0.043300 -0.502090 -0.764808 0.403702 0.583644 0.044807 0.810772 -0.638174 0.642699 0.423878 1.066192 0.703101 0.035161 -0.543204 -0.768844 0.337356 0.450664 0.072019 0.889784 -0.708400 0.635368 0.307369 
0.179131 -0.053894 -0.235697 0.736725 0.468338 0.487745 -0.520049 -0.068589 0.851378 0.432187 -0.880883 0.193028 0.179131 -0.053894 -0.235697 0.736725 0.468338 0.487745 -0.520049 -0.068589 0.851378 0.432187 -0.880883 0.193028 
0.532691 0.251990 -0.124881 -0.608255 0.522744 0.597298 -0.590411 -0.800920 0.099709 0.530510 -0.292003 0.795797 0.576259 0.182052 -0.121156 -0.713155 0.430296 0.553404 0.558672 0.825722 0.077908 0.423434 -0.364731 0.829261 
2.315412 1.327372 0.442595 0.253957 0.834159 0.489576 0.853087 -0.431706 0.293039 -0.455794 -0.343232 0.821245 2.291201 1.008112 0.528320 0.188685 0.855333 0.482496 0.904797 -0.342413 0.253173 -0.381760 -0.388791 0.838511 
0.408848 0.109056 -0.442605 0.889074 -0.365154 0.276063 -0.398749 -0.321582 0.858827 0.224827 0.873641 0.431515 0.408848 0.109056 -0.442605 0.889074 -0.365154 0.276063 -0.398749 -0.321582 0.858827 0.224827 0.873641 0.431515 
0.262997 -0.096344 -0.405154 -0.749871 -0.047563 0.659872 0.090979 0.980523 0.174062 0.655298 -0.190559 0.730939 0.262997 -0.096344 -0.405154 -0.749871 -0.047563 0.659872 0.090979 0.980523 0.174062 0.655298 -0.190559 0.730939 
0.910336 0.249641 -0.072753 -0.391354 0.628825 0.671879 -0.084139 -0.751505 0.654340 0.916386 0.199548 0.347013 0.883197 0.183833 -0.065202 -0.473707 0.651643 0.592421 -0.032734 -0.685247 0.727574 0.880074 0.325265 0.345938 
0.465374 0.172213 -0.433901 -0.945542 -0.109142 0.306658 -0.022835 0.962031 0.271985 0.324699 -0.250170 0.912132 0.465374 0.172213 -0.433901 -0.945542 -0.109142 0.306658 -0.022835 0.962031 0.271985 0.324699 -0.250170 0.912132 
0.488651 0.131630 -0.433242 0.868438 -0.379612 0.318920 -0.448451 -0.327110 0.831800 0.211440 0.865386 0.454312 0.491323 0.056780 -0.464123 0.868721 -0.388105 0.307730 -0.442037 -0.327223 0.835182 0.223442 0.861568 0.455823 
2.554467 1.240120 0.854835 -0.703837 -0.584906 0.403112 0.703528 -0.652482 0.281630 0.098296 0.481822 0.870738 2.789440 1.572918 0.625901 -0.678104 -0.572878 0.460420 0.734942 -0.523459 0.431104 -0.005959 0.630715 0.775992 
0.364877 -0.010767 -0.147406 0.911222 -0.391364 0.128490 0.322336 0.871692 0.369124 -0.256465 -0.294937 0.920455 0.364877 -0.010767 -0.147406 0.911222 -0.391364 0.128490 0.322336 0.871692 0.369124 -0.256465 -0.294937 0.920455 
0.407352 0.120645 -0.062402 0.770787 0.141902 0.621089 -0.589777 -0.209752 0.779851 -0.240937 0.967403 0.077984 0.420026 0.100415 -0.138988 0.739502 0.079071 0.668494 -0.662854 -0.087525 0.743616 -0.117308 0.993019 0.012313 
0.730177 0.233097 -0.027003 0.195725 -0.950748 0.240353 0.944128 0.248959 0.215966 -0.265167 0.184654 0.946356 0.730177 0.233097 -0.027003 0.195725 -0.950748 0.240353 0.944128 0.248959 0.215966 -0.265167 0.184654 0.946356 
0.406568 0.185252 -0.275825 0.655199 -0.485433 0.578851 -0.283539 0.552198 0.784018 -0.700228 -0.677815 0.224160 0.395748 0.200191 -0.210558 0.756721 -0.557719 0.341061 -0.077101 0.441929 0.893730 -0.649175 -0.702601 0.291416 
0.467011 0.285727 -0.164378 0.621975 -0.669286 0.406453 -0.456171 0.112190 0.882792 0.636440 0.734486 0.235530 0.448699 0.348475 -0.153199 0.518758 -0.559552 0.646368 -0.597780 0.303100 0.742152 0.611187 0.771383 0.177253 
1.009439 0.281144 -0.109417 -0.937621 0.325594 0.121882 0.344318 0.821186 0.455082 -0.048084 -0.468660 0.882069 1.009439 0.281144 -0.109417 -0.937621 0.325594 0.121882 0.344318 0.821186 0.455082 -0.048084 -0.468660 0.882069 
7.486846 5.618330 1.933207 -0.129661 -0.495604 0.858816 0.731618 0.536791 0.420227 -0.669270 0.682812 0.292992 8.933221 7.643539 4.397514 -0.002999 -0.537935 0.842981 0.950521 0.260337 0.169511 -0.310645 0.801780 0.510538 
0.494146 -0.246485 -0.491534 0.622836 -0.028823 0.781822 -0.449225 0.804985 0.387550 -0.640526 -0.592594 0.488425 0.456739 -0.241083 -0.458652 0.611801 0.067695 0.788110 -0.493643 0.811181 0.313532 -0.618075 -0.580864 0.529699 
0.286965 -0.001173 -0.136552 -0.874406 -0.345648 0.340501 0.482128 -0.540200 0.689737 -0.054467 0.767276 0.639000 0.286965 -0.001173 -0.136552 -0.874406 -0.345648 0.340501 0.482128 -0.540200 0.689737 -0.054467 0.767276 0.639000 
4.063323 2.292278 1.274504 -0.533044 0.346524 0.771871 0.690232 -0.349515 0.633577 -0.489330 -0.870494 0.052875 3.892195 2.215646 1.213593 -0.582498 0.423684 0.693677 0.742013 -0.071227 0.666591 -0.331833 -0.903005 0.272890 
4.606703 3.963817 -3.834317 -0.940894 -0.326500 0.090091 -0.301631 0.928722 0.215625 0.154071 -0.175706 0.972311 3.864030 2.745477 -3.309657 -0.770540 -0.589545 0.242288 -0.503069 0.795925 0.336786 0.391394 -0.137620 0.909874 
0.868027 0.410616 -0.093427 0.943676 0.316951 0.094964 -0.330628 0.892286 0.307426 0.012704 -0.321508 0.946822 0.812841 0.459852 0.013025 0.967505 0.189950 0.166893 -0.233896 0.923072 0.305336 -0.096056 -0.334450 0.937505 
0.205533 0.125030 -0.115051 -0.417657 0.888830 0.188529 -0.900922 -0.432038 0.041012 0.117904 -0.152721 0.981211 0.205533 0.125030 -0.115051 -0.417657 0.888830 0.188529 -0.900922 -0.432038 0.041012 0.117904 -0.152721 0.981211 
0.394006 0.165470 -0.326974 -0.956682 0.287433 0.046268 0.284658 0.890187 0.355720 -0.061059 -0.353482 0.933446 0.353242 0.109540 -0.210710 -0.808535 0.555469 0.194231 0.585970 0.729743 0.352299 -0.053952 -0.398660 0.915511 
0.130478 -0.071045 -0.143486 0.174309 -0.959772 0.220124 0.920637 0.238156 0.309370 -0.349349 0.148728 0.925114 0.180268 -0.038628 -0.083957 0.142940 -0.978652 0.147678 0.903454 0.189948 0.384305 -0.404152 0.078488 0.911318 
2.024983 0.914860 -1.274145 -0.761595 -0.193881 0.618372 0.351059 0.678635 0.645145 0.544730 -0.708424 0.448781 2.024983 0.914860 -1.274145 -0.761595 -0.193881 0.618372 0.351059 0.678635 0.645145 0.544730 -0.708424 0.448781 
0.180268 -0.038628 -0.083957 0.142940 -0.978652 0.147678 0.903454 0.189948 0.384305 -0.404152 0.078488 0.911318 0.130478 -0.071045 -0.143486 0.174309 -0.959772 0.220124 0.920637 0.238156 0.309370 -0.349349 0.148728 0.925114 
3.924695 2.392810 0.107765 0.489319 -0.851358 0.189096 -0.841239 -0.403596 0.359761 0.229966 0.335113 0.913682 3.924695 2.392810 0.107765 0.489319 -0.851358 0.189096 -0.841239 -0.403596 0.359761 0.229966 0.335113 0.913682 
1.412196 0.679594 -0.124484 0.546104 -0.794355 0.266025 -0.286245 0.121503 0.950421 0.787295 0.595178 0.161027 1.415963 0.691963 -0.174342 0.616320 -0.721928 0.314593 -0.360519 0.096502 0.927746 0.700125 0.685206 0.200793 
2.697062 1.753420 -0.431061 0.653235 0.603045 0.457844 -0.679215 0.733935 0.002384 -0.334590 -0.312531 0.889030 2.679572 1.951140 -0.607554 0.618778 0.659891 0.426213 -0.734100 0.678883 0.014680 -0.279662 -0.321967 0.904503 
2.263761 1.461426 0.436441 -0.632698 0.022932 0.774059 0.033611 -0.997806 0.057034 0.773669 0.062103 0.630539 2.263761 1.461426 0.436441 -0.632698 0.022932 0.774059 0.033611 -0.997806 0.057034 0.773669 0.062103 0.630539 
1.528487 1.170528 0.786670 -0.344813 0.546251 0.763357 0.619371 -0.478666 0.622302 -0.705326 -0.687379 0.173282 1.180890 0.942564 0.340754 -0.276394 0.512426 0.813035 0.571701 -0.592355 0.567692 -0.772506 -0.621719 0.129231 
0.738679 0.198832 0.002260 -0.724160 -0.121738 0.678801 0.174254 0.920056 0.350903 0.667254 -0.372394 0.645055 0.707605 0.112193 -0.033965 -0.708584 -0.104363 0.697866 0.246630 0.889996 0.383512 0.661122 -0.443865 0.604898 
3.924695 2.392810 0.107765 0.489319 -0.851358 0.189096 -0.841239 -0.403596 0.359761 0.229966 0.335113 0.913682 3.924695 2.392810 0.107765 0.489319 -0.851358 0.189096 -0.841239 -0.403596 0.359761 0.229966 0.335113 0.913682 
0.205533 0.125030 -0.115051 -0.417657 0.888830 0.188529 -0.900922 -0.432038 0.041012 0.117904 -0.152721 0.981211 0.205533 0.125030 -0.115051 -0.417657 0.888830 0.188529 -0.900922 -0.432038 0.041012 0.117904 -0.152721 0.981211 
0.290188 0.022795 -0.257212 -0.744825 0.569981 0.346926 -0.109993 -0.617693 0.778689 0.658132 0.541827 0.522767 0.290188 0.022795 -0.257212 -0.744825 0.569981 0.346926 -0.109993 -0.617693 0.778689 0.658132 0.541827 0.522767 
0.362984 0.065421 -0.158026 0.788422 0.410790 0.457867 -0.582045 0.257353 0.771358 0.199033 -0.874655 0.442001 0.362984 0.065421 -0.158026 0.788422 0.410790 0.457867 -0.582045 0.257353 0.771358 0.199033 -0.874655 0.442001 
0.167586 0.050124 -0.226305 -0.700942 0.290185 0.651516 0.712423 0.327994 0.620381 0.033668 -0.899006 0.436640 0.155724 -0.012349 -0.262349 -0.688898 0.226713 0.688492 0.723649 0.269961 0.635180 0.041862 -0.935800 0.350036 
0.290188 0.022795 -0.257212 -0.744825 0.569981 0.346926 -0.109993 -0.617693 0.778689 0.658132 0.541827 0.522767 0.290188 0.022795 -0.257212 -0.744825 0.569981 0.346926 -0.109993 -0.617693 0.778689 0.658132 0.541827 0.522767 
0.708853 0.182119 -0.685020 0.908156 0.114402 0.402697 -0.412064 0.074557 0.908099 0.073865 -0.990633 0.114851 0.708853 0.182119 -0.685020 0.908156 0.114402 0.402697 -0.412064 0.074557 0.908099 0.073865 -0.990633 0.114851 
0.080187 -0.060502 -0.126651 -0.865753 -0.464562 0.186156 0.430279 -0.500955 0.750935 -0.255600 0.730224 0.633595 0.080187 -0.060502 -0.126651 -0.865753 -0.464562 0.186156 0.430279 -0.500955 0.750935 -0.255600 0.730224 0.633595 
0.707605 0.112193 -0.033965 -0.708584 -0.104363 0.697866 0.246630 0.889996 0.383512 0.661122 -0.443865 0.604898 0.738679 0.198832 0.002260 -0.724160 -0.121738 0.678801 0.174254 0.920056 0.350903 0.667254 -0.372394 0.645055 
