# lambda_1A lambda_2A lambda_3A eigen1_xA eigen1_yA eigen1_zA eigen2_xA eigen2_yA eigen2_zA eigen3_xA eigen3_yA eigen3_zA# lambda_1B lambda_2B lambda_3B eigen1_xB eigen1_yB eigen1_zB eigen2_xB eigen2_yB eigen2_zB eigen3_xB eigen3_yB eigen3_zB 
# 5481
1.159635 0.487909 0.189077 -0.357445 -0.648104 0.672454 0.098620 0.689804 0.717247 0.928712 -0.322695 0.182651 0.975584 0.513897 0.129646 -0.300313 -0.631363 0.714977 0.201171 0.690792 0.694505 0.932385 -0.352401 0.080442 
1.785756 1.153650 0.690856 -0.248783 -0.733378 0.632664 0.399807 0.517196 0.756745 -0.882191 0.441208 0.164540 1.807869 1.354072 0.816562 -0.110825 -0.716990 0.688217 0.565685 0.523854 0.636849 -0.817140 0.459893 0.347534 
0.756251 0.276385 -0.873110 0.699700 0.549054 0.457121 -0.580491 0.063928 0.811754 0.416474 -0.833338 0.363451 0.982346 0.413584 -1.036786 0.746527 0.482848 0.457771 -0.527815 0.010870 0.849290 0.405102 -0.875637 0.262969 
0.975584 0.513897 0.129646 -0.300313 -0.631363 0.714977 0.201171 0.690792 0.694505 0.932385 -0.352401 0.080442 1.159635 0.487909 0.189077 -0.357445 -0.648104 0.672454 0.098620 0.689804 0.717247 0.928712 -0.322695 0.182651 
0.404214 0.049499 -0.220746 0.469588 -0.880953 0.058390 -0.864623 -0.445486 0.232312 0.178644 0.159576 0.970887 0.404214 0.049499 -0.220746 0.469588 -0.880953 0.058390 -0.864623 -0.445486 0.232312 0.178644 0.159576 0.970887 
1.177253 0.982500 -0.362616 0.756364 -0.007788 0.654105 -0.569886 -0.498767 0.653040 -0.321160 0.866701 0.381687 0.916932 0.600805 -0.181139 0.657694 -0.228344 0.717842 -0.712527 -0.497791 0.494478 -0.244424 0.836698 0.490095 
2.611443 2.081043 0.644048 -0.385513 -0.377625 0.841890 0.902332 -0.344958 0.258461 0.192815 0.859304 0.473729 3.401945 2.975944 1.378550 0.190997 -0.686209 0.701881 -0.921874 0.120197 0.368375 0.337147 0.717405 0.609641 
0.294685 -0.041690 -0.281830 -0.031152 -0.896923 0.441089 0.031536 0.440201 0.897345 -0.999017 0.041864 0.014572 0.294685 -0.041690 -0.281830 -0.031152 -0.896923 0.441089 0.031536 0.440201 0.897345 -0.999017 0.041864 0.014572 
0.692455 -0.196838 -0.544606 -0.629212 -0.674363 0.386428 -0.671870 0.721879 0.165774 0.390746 0.155322 0.907299 0.703406 -0.195130 -0.527481 -0.603045 -0.703451 0.376155 -0.679589 0.699976 0.219528 0.417727 0.123246 0.900175 
1.975794 -0.263575 -1.266381 -0.984101 0.135254 0.115119 -0.053906 -0.845025 0.532002 0.169233 0.517338 0.838881 1.975794 -0.263575 -1.266381 -0.984101 0.135254 0.115119 -0.053906 -0.845025 0.532002 0.169233 0.517338 0.838881 
-0.016157 -0.102522 -0.250650 0.284105 -0.869886 0.403215 -0.958789 -0.259035 0.116726 -0.002908 0.419761 0.907630 -0.003323 -0.097481 -0.303370 0.359250 -0.869546 0.338865 -0.932478 -0.349137 0.092670 -0.037730 0.349276 0.936260 
1.140881 0.467255 -0.043765 0.330011 0.580157 0.744654 0.381211 -0.803569 0.457116 -0.863580 -0.133017 0.486349 1.098427 0.387057 -0.093513 0.199566 0.721877 0.662622 0.417046 -0.674493 0.609206 -0.886705 -0.154768 0.435662 
1.220231 0.769915 -0.055650 0.436733 0.500028 0.747821 -0.147313 -0.780316 0.607788 -0.887447 0.375605 0.267129 1.509240 0.933009 -0.093102 0.312540 0.201842 0.928213 -0.312441 -0.900949 0.301116 -0.897050 0.384123 0.218519 
0.741069 0.275726 -0.203081 -0.202703 -0.229031 0.952080 -0.461310 0.879954 0.113465 0.863773 0.416204 0.284024 0.741069 0.275726 -0.203081 -0.202703 -0.229031 0.952080 -0.461310 0.879954 0.113465 0.863773 0.416204 0.284024 
14.138371 12.130202 6.874977 0.050147 -0.901551 0.429758 -0.852866 0.185260 0.488159 0.519716 0.391005 0.759611 14.138371 12.130202 6.874977 0.050147 -0.901551 0.429758 -0.852866 0.185260 0.488159 0.519716 0.391005 0.759611 
0.594083 0.006318 -0.364522 -0.791258 0.533970 0.297970 0.345595 -0.011488 0.938314 -0.504455 -0.845425 0.175448 0.594083 0.006318 -0.364522 -0.791258 0.533970 0.297970 0.345595 -0.011488 0.938314 -0.504455 -0.845425 0.175448 
6.315886 3.910552 3.224887 0.644264 0.705917 0.294287 -0.734661 0.464260 0.494708 0.212598 -0.534924 0.817716 5.572657 3.339227 2.705276 0.501599 0.772311 0.389788 -0.794618 0.233179 0.560544 0.342024 -0.590900 0.730655 
7.335967 5.857336 2.859625 -0.114237 0.936751 0.330827 -0.931794 -0.216523 0.291338 0.344543 -0.274981 0.897594 7.741496 7.656603 3.466619 -0.103410 0.981485 0.161226 -0.791457 -0.179372 0.584313 0.602414 -0.067179 0.795352 
0.294685 -0.041690 -0.281830 -0.031152 -0.896923 0.441089 0.031536 0.440201 0.897345 -0.999017 0.041864 0.014572 0.294685 -0.041690 -0.281830 -0.031152 -0.896923 0.441089 0.031536 0.440201 0.897345 -0.999017 0.041864 0.014572 
1.098427 0.387057 -0.093513 0.199566 0.721877 0.662622 0.417046 -0.674493 0.609206 -0.886705 -0.154768 0.435662 1.140881 0.467255 -0.043765 0.330011 0.580157 0.744654 0.381211 -0.803569 0.457116 -0.863580 -0.133017 0.486349 
0.813288 0.040864 -0.373321 0.916856 -0.051903 0.395831 -0.174494 0.839684 0.514279 -0.359065 -0.540590 0.760812 0.653621 0.008097 -0.260821 0.913482 -0.071455 0.400554 -0.173610 0.821892 0.542543 -0.367980 -0.565144 0.738379 
0.115481 -0.019587 -0.223301 -0.193885 -0.953974 0.228783 -0.228808 0.270750 0.935062 0.953968 -0.128947 0.270772 0.108485 -0.021663 -0.224188 -0.169123 -0.927809 0.332517 -0.408739 0.373022 0.832939 0.896844 -0.004956 0.442319 
0.653621 0.008097 -0.260821 0.913482 -0.071455 0.400554 -0.173610 0.821892 0.542543 -0.367980 -0.565144 0.738379 0.813288 0.040864 -0.373321 0.916856 -0.051903 0.395831 -0.174494 0.839684 0.514279 -0.359065 -0.540590 0.760812 
0.668425 0.526869 0.096501 -0.405111 -0.911369 0.072741 0.033215 0.064839 0.997343 -0.913664 0.406451 0.004004 0.668425 0.526869 0.096501 -0.405111 -0.911369 0.072741 0.033215 0.064839 0.997343 -0.913664 0.406451 0.004004 
0.259327 0.051111 -0.050721 0.813649 -0.466633 0.346741 0.126755 0.724478 0.677543 -0.567370 -0.507331 0.648618 0.259327 0.051111 -0.050721 0.813649 -0.466633 0.346741 0.126755 0.724478 0.677543 -0.567370 -0.507331 0.648618 
0.787725 0.170830 -0.303756 -0.250412 0.624226 0.740024 0.951726 0.298875 0.069940 0.177517 -0.721814 0.668934 0.658309 0.120582 -0.342632 -0.364678 0.601698 0.710612 0.922280 0.338407 0.186764 0.128101 -0.723492 0.678343 
0.143663 -0.040932 -0.201335 -0.151657 0.662245 0.733779 0.684212 -0.465421 0.561460 -0.713341 -0.587210 0.382531 0.143663 -0.040932 -0.201335 -0.151657 0.662245 0.733779 0.684212 -0.465421 0.561460 -0.713341 -0.587210 0.382531 
1.504303 1.145886 0.874747 -0.014142 -0.620997 0.783685 -0.069852 0.782463 0.618767 0.997457 0.045992 0.054443 1.504303 1.145886 0.874747 -0.014142 -0.620997 0.783685 -0.069852 0.782463 0.618767 0.997457 0.045992 0.054443 
5.572657 3.339227 2.705276 0.501599 0.772311 0.389788 -0.794618 0.233179 0.560544 0.342024 -0.590900 0.730655 6.315886 3.910552 3.224887 0.644264 0.705917 0.294287 -0.734661 0.464260 0.494708 0.212598 -0.534924 0.817716 
0.161584 -0.135426 -0.217797 -0.242449 -0.745644 0.620672 0.969472 -0.162040 0.184031 -0.036648 0.646342 0.762167 0.201092 -0.129688 -0.237959 -0.276286 -0.734160 0.620222 0.958739 -0.255516 0.124627 0.066980 0.629063 0.774463 
1.487320 1.059810 0.122400 0.467096 -0.795721 0.385551 -0.884046 -0.428596 0.186464 -0.016872 0.427942 0.903649 1.487320 1.059810 0.122400 0.467096 -0.795721 0.385551 -0.884046 -0.428596 0.186464 -0.016872 0.427942 0.903649 
0.435057 0.064098 -0.118220 0.532833 -0.295124 0.793090 -0.741337 0.289137 0.605656 0.408056 0.910660 0.064725 0.435057 0.064098 -0.118220 0.532833 -0.295124 0.793090 -0.741337 0.289137 0.605656 0.408056 0.910660 0.064725 
0.816559 0.493262 -0.107334 0.124766 -0.848175 0.514813 0.386844 0.519389 0.761962 -0.913666 0.104085 0.392914 0.816559 0.493262 -0.107334 0.124766 -0.848175 0.514813 0.386844 0.519389 0.761962 -0.913666 0.104085 0.392914 
0.532890 0.312502 0.113731 0.215063 -0.145814 0.965653 -0.935616 -0.314204 0.160928 -0.279947 0.938091 0.204000 0.593306 0.356797 0.109935 0.262503 -0.166236 0.950504 -0.915882 -0.352988 0.191207 -0.303731 0.920742 0.244913 
1.656319 0.411287 -1.043916 0.880363 0.387203 0.273925 -0.460893 0.562037 0.686798 0.111974 -0.730882 0.673256 2.987610 1.791256 0.935401 0.888427 0.444634 0.114007 -0.400426 0.629318 0.666046 0.224400 -0.637385 0.737146 
0.143663 -0.040932 -0.201335 -0.151657 0.662245 0.733779 0.684212 -0.465421 0.561460 -0.713341 -0.587210 0.382531 0.143663 -0.040932 -0.201335 -0.151657 0.662245 0.733779 0.684212 -0.465421 0.561460 -0.713341 -0.587210 0.382531 
1.314579 0.736312 0.392150 -0.525049 0.682602 0.508309 0.454156 -0.280393 0.845649 -0.719768 -0.674859 0.162788 1.314579 0.736312 0.392150 -0.525049 0.682602 0.508309 0.454156 -0.280393 0.845649 -0.719768 -0.674859 0.162788 
1.130043 0.527075 -0.582933 -0.422823 -0.443048 0.790525 0.207960 0.801621 0.560497 0.882028 -0.401388 0.246807 1.130043 0.527075 -0.582933 -0.422823 -0.443048 0.790525 0.207960 0.801621 0.560497 0.882028 -0.401388 0.246807 
3.478622 2.218072 0.856439 0.549158 -0.594379 0.587486 -0.459158 0.372779 0.806356 0.698283 0.712565 0.068199 3.668842 2.779469 1.828246 0.526068 -0.688374 0.499393 -0.234012 0.447377 0.863187 -0.817613 -0.570959 0.074263 
0.764383 0.172684 -0.357074 -0.303322 0.195623 0.932592 0.265475 -0.922602 0.279873 0.915160 0.332472 0.227913 0.666039 0.108289 -0.312272 -0.311925 0.216783 0.925045 0.017784 -0.972119 0.233812 0.949940 0.089383 0.299373 
0.571896 0.457012 -0.338370 0.340449 -0.891181 0.299818 -0.940036 -0.329600 0.087722 -0.020644 0.311705 0.949955 0.587779 0.471276 -0.288054 0.381850 -0.869992 0.311935 -0.919093 -0.392965 0.029107 -0.097257 0.297812 0.949657 
0.593306 0.356797 0.109935 0.262503 -0.166236 0.950504 -0.915882 -0.352988 0.191207 -0.303731 0.920742 0.244913 0.532890 0.312502 0.113731 0.215063 -0.145814 0.965653 -0.935616 -0.314204 0.160928 -0.279947 0.938091 0.204000 
0.417322 0.076816 -0.231143 0.346029 -0.863182 0.367669 -0.532917 0.141699 0.834219 0.772181 0.484601 0.410972 0.417322 0.076816 -0.231143 0.346029 -0.863182 0.367669 -0.532917 0.141699 0.834219 0.772181 0.484601 0.410972 
3.236019 1.742462 -0.445670 -0.270189 0.591574 0.759630 -0.778887 -0.598092 0.188735 0.565980 -0.540672 0.622367 2.944244 1.429629 -0.207226 -0.160158 0.532468 0.831160 -0.933067 -0.356412 0.048535 0.322079 -0.767755 0.553911 
3.668842 2.779469 1.828246 0.526068 -0.688374 0.499393 -0.234012 0.447377 0.863187 -0.817613 -0.570959 0.074263 3.478622 2.218072 0.856439 0.549158 -0.594379 0.587486 -0.459158 0.372779 0.806356 0.698283 0.712565 0.068199 
0.403459 -0.043797 -0.314500 -0.423594 0.411320 0.807083 -0.597204 -0.796726 0.092602 0.681113 -0.442767 0.583131 0.394873 -0.059698 -0.329961 -0.383843 0.503789 0.773861 -0.622722 -0.760035 0.185912 0.681822 -0.410540 0.605455 
1.159443 0.266631 -0.977742 0.440287 -0.712281 0.546629 -0.890386 -0.424756 0.163694 -0.115588 0.558783 0.821219 1.279894 0.339621 -1.176576 0.400494 -0.779230 0.482084 -0.904205 -0.421288 0.070214 -0.148383 0.464023 0.873307 
0.204144 0.020215 -0.141561 -0.960232 0.012101 0.278940 0.223574 -0.565097 0.794154 0.167238 0.824936 0.539919 0.204144 0.020215 -0.141561 -0.960232 0.012101 0.278940 0.223574 -0.565097 0.794154 0.167238 0.824936 0.539919 
1.005400 -0.056579 -0.670297 -0.828524 -0.290938 0.478437 0.395333 -0.909029 0.131829 0.396559 0.298366 0.868170 1.193371 -0.056529 -0.799903 -0.828089 -0.284374 0.483115 0.448686 -0.852853 0.267064 0.336080 0.437920 0.833832 
0.580800 0.156840 -0.554215 -0.984532 0.171431 0.036183 -0.160707 -0.965846 0.203263 0.069792 0.194304 0.978455 0.595401 0.121447 -0.522125 -0.977443 0.203934 0.054920 -0.193353 -0.968683 0.155781 0.084969 0.141648 0.986264 
2.944244 1.429629 -0.207226 -0.160158 0.532468 0.831160 -0.933067 -0.356412 0.048535 0.322079 -0.767755 0.553911 3.236019 1.742462 -0.445670 -0.270189 0.591574 0.759630 -0.778887 -0.598092 0.188735 0.565980 -0.540672 0.622367 
1.262457 0.169963 -0.127737 0.221904 -0.933997 0.280015 0.504280 0.355716 0.786872 -0.834542 -0.033404 0.549930 1.139476 0.225179 -0.099168 0.155912 -0.937700 0.310498 0.466052 0.346988 0.813876 -0.870911 0.017815 0.491117 
2.888360 1.966541 0.939436 -0.983460 -0.006644 0.181006 0.155196 -0.546158 0.823180 0.093389 0.837656 0.538155 2.888360 1.966541 0.939436 -0.983460 -0.006644 0.181006 0.155196 -0.546158 0.823180 0.093389 0.837656 0.538155 
0.512561 0.084856 -0.303374 -0.398670 -0.482748 0.779754 0.911648 -0.301133 0.279672 0.099799 0.822358 0.560149 0.453642 0.056930 -0.270963 -0.167455 -0.628622 0.759469 0.982031 -0.174361 0.072206 0.087031 0.757913 0.646524 
0.595401 0.121447 -0.522125 -0.977443 0.203934 0.054920 -0.193353 -0.968683 0.155781 0.084969 0.141648 0.986264 0.580800 0.156840 -0.554215 -0.984532 0.171431 0.036183 -0.160707 -0.965846 0.203263 0.069792 0.194304 0.978455 
0.514285 0.235146 -0.503042 -0.230609 0.326628 0.916588 -0.622703 -0.773368 0.118922 0.747703 -0.543338 0.381738 0.514285 0.235146 -0.503042 -0.230609 0.326628 0.916588 -0.622703 -0.773368 0.118922 0.747703 -0.543338 0.381738 
0.204144 0.020215 -0.141561 -0.960232 0.012101 0.278940 0.223574 -0.565097 0.794154 0.167238 0.824936 0.539919 0.204144 0.020215 -0.141561 -0.960232 0.012101 0.278940 0.223574 -0.565097 0.794154 0.167238 0.824936 0.539919 
0.164702 -0.073014 -0.210012 -0.918762 0.394518 0.015245 -0.267315 -0.650016 0.711352 0.290551 0.649488 0.702670 0.173269 -0.068270 -0.160046 0.941175 -0.337831 0.007778 -0.206635 -0.557153 0.804290 0.267381 0.758585 0.594186 
4.022627 3.767049 -3.041298 0.034727 0.588553 0.807712 0.415000 -0.743717 0.524080 -0.909159 -0.317001 0.270076 4.022627 3.767049 -3.041298 0.034727 0.588553 0.807712 0.415000 -0.743717 0.524080 -0.909159 -0.317001 0.270076 
0.515538 0.083313 -0.722660 0.262909 0.876443 0.403393 0.852374 -0.406881 0.328492 -0.452038 -0.257478 0.854030 0.413445 0.138476 -0.780958 0.106775 0.927320 0.358716 0.899759 -0.243648 0.362035 -0.423122 -0.284102 0.860380 
1.217820 0.905946 0.063902 0.372982 -0.617759 0.692285 -0.718939 0.279235 0.636517 0.586524 0.735120 0.339982 1.191342 0.969448 0.078163 0.539301 -0.592865 0.598052 -0.602762 0.224178 0.765782 0.588075 0.773470 0.236456 
6.283762 5.799966 1.151549 -0.026703 -0.525329 0.850480 -0.641603 0.661426 0.388409 0.766572 0.535298 0.354715 6.283762 5.799966 1.151549 -0.026703 -0.525329 0.850480 -0.641603 0.661426 0.388409 0.766572 0.535298 0.354715 
0.748388 0.273308 0.147861 -0.204817 0.711123 0.672573 -0.040401 -0.692697 0.720096 0.977966 0.120315 0.170606 0.804997 0.349584 0.157374 -0.111907 0.814661 0.569038 -0.192222 -0.579566 0.791930 0.974950 -0.020759 0.221453 
0.305396 -0.051268 -0.285335 0.773997 -0.591847 0.225046 -0.167693 0.151124 0.974187 -0.610580 -0.791757 0.017721 0.305396 -0.051268 -0.285335 0.773997 -0.591847 0.225046 -0.167693 0.151124 0.974187 -0.610580 -0.791757 0.017721 
0.804997 0.349584 0.157374 -0.111907 0.814661 0.569038 -0.192222 -0.579566 0.791930 0.974950 -0.020759 0.221453 0.748388 0.273308 0.147861 -0.204817 0.711123 0.672573 -0.040401 -0.692697 0.720096 0.977966 0.120315 0.170606 
0.467025 -0.117247 -0.440838 -0.558799 0.429804 0.709234 -0.194383 -0.899274 0.391818 0.806201 0.081085 0.586060 0.581961 -0.068809 -0.566466 -0.562495 0.614917 0.552699 -0.210099 -0.752842 0.623768 0.799661 0.234745 0.552664 
0.030044 -0.140535 -0.177917 0.631972 0.769044 0.095826 0.654545 -0.595862 0.465317 -0.414948 0.231345 0.879942 0.080226 -0.142428 -0.175520 0.572944 0.817529 0.058155 0.817494 -0.575112 0.030811 -0.058634 -0.029888 0.997832 
0.958299 0.595358 0.127549 -0.832454 0.478542 0.279316 0.073210 -0.404685 0.911521 0.549236 0.779248 0.301848 1.008840 0.703710 0.203236 -0.849585 0.496738 0.177359 -0.138918 -0.535116 0.833278 0.508828 0.683303 0.523632 
0.615308 0.124228 -0.528329 -0.801029 0.291042 0.523113 0.370727 0.927298 0.051767 0.470015 -0.235399 0.850690 0.478681 0.176432 -0.459234 -0.840760 0.165191 0.515591 0.314398 0.924261 0.216555 0.440768 -0.344172 0.829017 
3.591697 3.021778 -2.736411 -0.617468 0.111641 0.778633 0.760614 -0.167573 0.627205 0.200500 0.979518 0.018555 2.234228 1.936126 -1.864943 -0.187411 0.032743 0.981736 0.964975 -0.180645 0.190236 0.183574 0.983003 0.002258 
0.408516 0.164629 0.001188 -0.373303 0.701743 0.606797 0.420199 -0.455239 0.784978 -0.827090 -0.548010 0.124929 0.408516 0.164629 0.001188 -0.373303 0.701743 0.606797 0.420199 -0.455239 0.784978 -0.827090 -0.548010 0.124929 
0.110546 0.038543 -0.235147 -0.643770 0.055689 0.763190 0.012363 -0.996461 0.083139 0.765119 0.062958 0.640803 0.139398 0.068299 -0.234290 -0.442339 0.720351 0.534257 -0.464551 -0.693594 0.550563 0.767156 -0.004654 0.641443 
0.606003 0.387346 -0.265315 -0.502067 0.857415 0.112996 -0.833842 -0.514590 0.199762 0.229426 0.006073 0.973307 0.688447 0.445673 -0.328184 -0.592271 0.789324 0.161810 -0.774097 -0.613145 0.157563 0.223582 -0.031937 0.974162 
0.368671 -0.029485 -0.434829 -0.357075 -0.490550 0.794895 -0.354726 0.858458 0.370430 0.864099 0.149699 0.480545 0.360497 -0.018338 -0.438696 -0.362884 -0.441010 0.820868 -0.316095 0.886943 0.336772 0.876584 0.137263 0.461259 
0.139749 -0.077286 -0.139293 0.399539 0.862281 0.311191 -0.263489 -0.217119 0.939911 0.878033 -0.457526 0.140454 0.188190 -0.087071 -0.130794 0.469972 0.809727 0.351380 -0.710273 0.110573 0.695187 0.524059 -0.576294 0.627094 
0.909098 0.108769 -1.047501 0.048714 -0.749185 0.660567 0.641730 0.530266 0.554077 -0.765382 0.396914 0.506605 0.909098 0.108769 -1.047501 0.048714 -0.749185 0.660567 0.641730 0.530266 0.554077 -0.765382 0.396914 0.506605 
5.537087 4.233436 3.952888 -0.612997 -0.428834 0.663579 0.701401 0.091245 0.706902 -0.363691 0.898764 0.244852 5.537087 4.233436 3.952888 -0.612997 -0.428834 0.663579 0.701401 0.091245 0.706902 -0.363691 0.898764 0.244852 
0.688447 0.445673 -0.328184 -0.592271 0.789324 0.161810 -0.774097 -0.613145 0.157563 0.223582 -0.031937 0.974162 0.606003 0.387346 -0.265315 -0.502067 0.857415 0.112996 -0.833842 -0.514590 0.199762 0.229426 0.006073 0.973307 
0.909098 0.108769 -1.047501 0.048714 -0.749185 0.660567 0.641730 0.530266 0.554077 -0.765382 0.396914 0.506605 0.909098 0.108769 -1.047501 0.048714 -0.749185 0.660567 0.641730 0.530266 0.554077 -0.765382 0.396914 0.506605 
5.537087 4.233436 3.952888 -0.612997 -0.428834 0.663579 0.701401 0.091245 0.706902 -0.363691 0.898764 0.244852 5.537087 4.233436 3.952888 -0.612997 -0.428834 0.663579 0.701401 0.091245 0.706902 -0.363691 0.898764 0.244852 
2.745762 2.468888 1.123131 -0.218321 -0.889615 0.401151 -0.531356 0.453155 0.715759 0.818533 0.056889 0.571635 3.096458 2.802040 1.431845 -0.453409 -0.713968 0.533544 -0.511476 0.698661 0.500266 0.729940 0.046070 0.681956 
0.978765 0.701067 0.574320 -0.197678 -0.978356 0.061184 0.826598 -0.132813 0.546897 -0.526934 0.158684 0.834961 0.978765 0.701067 0.574320 -0.197678 -0.978356 0.061184 0.826598 -0.132813 0.546897 -0.526934 0.158684 0.834961 
0.221139 0.086958 -0.324014 -0.774700 0.516580 0.364672 -0.111687 -0.679430 0.725190 0.622388 0.521075 0.584050 0.235573 0.041753 -0.351594 -0.801810 0.489339 0.342998 -0.025221 -0.601179 0.798716 0.597046 0.631768 0.494373 
0.376599 0.006000 -0.298289 -0.752435 0.569280 0.331302 0.658472 0.637911 0.399356 -0.016005 -0.518643 0.854841 0.317919 -0.024843 -0.350486 -0.708851 0.637277 0.302338 0.705036 0.627184 0.331006 -0.021321 -0.447793 0.893883 
1.116093 0.162790 -0.771261 0.288145 -0.879998 0.377592 0.876219 0.401361 0.266738 -0.386280 0.253994 0.886722 1.116093 0.162790 -0.771261 0.288145 -0.879998 0.377592 0.876219 0.401361 0.266738 -0.386280 0.253994 0.886722 
6.157526 5.142852 3.386250 0.687171 0.704107 0.178965 -0.563465 0.361043 0.743072 0.458588 -0.611458 0.644838 6.045751 5.268305 4.235932 0.509985 0.853754 0.104975 -0.857842 0.495799 0.135241 0.063416 -0.159023 0.985236 
0.880876 0.764399 0.271905 -0.986599 0.073288 0.145777 0.156694 0.176509 0.971747 -0.045487 -0.981567 0.185627 0.880876 0.764399 0.271905 -0.986599 0.073288 0.145777 0.156694 0.176509 0.971747 -0.045487 -0.981567 0.185627 
0.169223 0.052914 -0.240894 -0.247842 -0.656815 0.712158 -0.291387 0.751593 0.591778 0.923942 0.060846 0.377663 0.092315 0.045320 -0.186820 -0.311752 0.419772 0.852409 -0.073153 -0.905060 0.418946 0.947343 0.068251 0.312862 
5.788309 4.829585 2.586447 -0.877953 0.296304 0.376036 0.412442 0.069301 0.908344 -0.243086 -0.952576 0.183051 5.370467 4.561537 2.852956 -0.583466 0.164308 0.795343 0.801860 -0.038752 0.596253 -0.128790 -0.985648 0.109141 
1.424684 -0.223593 -0.292907 -0.798359 0.256645 0.544754 0.602166 0.333687 0.725292 -0.004365 -0.907076 0.420945 1.424684 -0.223593 -0.292907 -0.798359 0.256645 0.544754 0.602166 0.333687 0.725292 -0.004365 -0.907076 0.420945 
5.370467 4.561537 2.852956 -0.583466 0.164308 0.795343 0.801860 -0.038752 0.596253 -0.128790 -0.985648 0.109141 5.788309 4.829585 2.586447 -0.877953 0.296304 0.376036 0.412442 0.069301 0.908344 -0.243086 -0.952576 0.183051 
3.611332 2.465325 1.774182 0.217468 -0.537689 0.814615 0.850579 0.513771 0.112047 -0.478771 0.668528 0.569076 2.442573 2.118568 1.257482 0.170560 -0.030351 0.984880 -0.714304 -0.692308 0.102367 -0.678734 0.720963 0.139760 
0.251930 0.180852 -0.386951 0.873529 -0.358214 0.329591 0.373525 0.927445 0.018018 -0.312131 0.107371 0.943952 0.251930 0.180852 -0.386951 0.873529 -0.358214 0.329591 0.373525 0.927445 0.018018 -0.312131 0.107371 0.943952 
6.152915 5.495195 3.612970 0.518921 0.733934 0.438248 -0.047845 -0.486937 0.872126 -0.853482 0.473532 0.217567 6.732002 5.806813 4.288673 -0.152770 -0.885613 0.438579 0.521228 0.304840 0.797116 -0.839632 0.350375 0.415036 
0.587614 0.247960 -0.360888 -0.973740 0.224447 0.038120 -0.220483 -0.971439 0.087713 0.056718 0.077005 0.995416 0.504978 0.199895 -0.351384 -0.943031 0.332426 0.013620 -0.328900 -0.937638 0.112514 0.050173 0.101625 0.993557 
3.026225 2.746203 1.995530 0.559489 0.828097 0.035020 0.141290 -0.136923 0.980454 -0.816706 0.543605 0.193609 2.480251 2.334955 1.855286 0.467455 0.870595 0.153458 0.178377 -0.262912 0.948187 -0.865833 0.415862 0.278194 
2.582161 2.383128 1.958447 0.368589 -0.608305 0.702927 -0.915309 -0.105445 0.388704 0.162331 0.786668 0.595653 2.582161 2.383128 1.958447 0.368589 -0.608305 0.702927 -0.915309 -0.105445 0.388704 0.162331 0.786668 0.595653 
2.582161 2.383128 1.958447 0.368589 -0.608305 0.702927 -0.915309 -0.105445 0.388704 0.162331 0.786668 0.595653 2.582161 2.383128 1.958447 0.368589 -0.608305 0.702927 -0.915309 -0.105445 0.388704 0.162331 0.786668 0.595653 
1.424684 -0.223593 -0.292907 -0.798359 0.256645 0.544754 0.602166 0.333687 0.725292 -0.004365 -0.907076 0.420945 1.424684 -0.223593 -0.292907 -0.798359 0.256645 0.544754 0.602166 0.333687 0.725292 -0.004365 -0.907076 0.420945 
0.251930 0.180852 -0.386951 0.873529 -0.358214 0.329591 0.373525 0.927445 0.018018 -0.312131 0.107371 0.943952 0.251930 0.180852 -0.386951 0.873529 -0.358214 0.329591 0.373525 0.927445 0.018018 -0.312131 0.107371 0.943952 
6.732002 5.806813 4.288673 -0.152770 -0.885613 0.438579 0.521228 0.304840 0.797116 -0.839632 0.350375 0.415036 6.732002 5.806813 4.288673 -0.152770 -0.885613 0.438579 0.521228 0.304840 0.797116 -0.839632 0.350375 0.415036 
4.887285 3.509685 2.076671 -0.563410 -0.342843 0.751683 -0.404593 0.907763 0.110776 0.720329 0.241713 0.650155 4.887285 3.509685 2.076671 -0.563410 -0.342843 0.751683 -0.404593 0.907763 0.110776 0.720329 0.241713 0.650155 
4.887285 3.509685 2.076671 -0.563410 -0.342843 0.751683 -0.404593 0.907763 0.110776 0.720329 0.241713 0.650155 4.887285 3.509685 2.076671 -0.563410 -0.342843 0.751683 -0.404593 0.907763 0.110776 0.720329 0.241713 0.650155 
4.887285 3.509685 2.076671 -0.563410 -0.342843 0.751683 -0.404593 0.907763 0.110776 0.720329 0.241713 0.650155 4.887285 3.509685 2.076671 -0.563410 -0.342843 0.751683 -0.404593 0.907763 0.110776 0.720329 0.241713 0.650155 
1.916008 1.317069 0.586231 0.015939 -0.862522 0.505768 -0.632480 0.383075 0.673218 0.774413 0.330618 0.539422 1.839157 1.304290 0.174305 0.041292 -0.885010 0.463737 -0.532596 0.373199 0.759647 0.845362 0.278351 0.455943 
2.717088 1.491830 -1.043270 0.101752 -0.461821 0.881117 0.748167 0.619285 0.238187 -0.655662 0.634987 0.408533 2.717088 1.491830 -1.043270 0.101752 -0.461821 0.881117 0.748167 0.619285 0.238187 -0.655662 0.634987 0.408533 
6.732002 5.806813 4.288673 -0.152770 -0.885613 0.438579 0.521228 0.304840 0.797116 -0.839632 0.350375 0.415036 6.732002 5.806813 4.288673 -0.152770 -0.885613 0.438579 0.521228 0.304840 0.797116 -0.839632 0.350375 0.415036 
